"DWV","DW","round","Category","Dogs.with.collars","Dogs.without.collars","month_vax","year_vax","Dogs_vax"
"ruangwa_chinongwe_chinongwea","ruangwa_chinongwe",3,"Rural",3,9,54,2014,60
"ruangwa_chinongwe_chinongwea","ruangwa_chinongwe",4,"Rural",9,2,69,2015,10
"ruangwa_chinongwe_chinongwea","ruangwa_chinongwe",5,"Rural",4,2,83,2016,14
"ruangwa_chinongwe_chinongweb","ruangwa_chinongwe",3,"Rural",6,1,NA,NA,NA
"ruangwa_chinongwe_chinongweb","ruangwa_chinongwe",4,"Rural",15,5,69,2015,27
"ruangwa_chinongwe_chinongweb","ruangwa_chinongwe",5,"Rural",21,3,83,2016,32
"ruangwa_chinongwe_juhudia","ruangwa_chinongwe",3,"Rural",6,5,54,2014,15
"ruangwa_chinongwe_juhudia","ruangwa_chinongwe",4,"Rural",10,2,69,2015,3
"ruangwa_chinongwe_juhudia","ruangwa_chinongwe",5,"Rural",5,3,83,2016,10
"ruangwa_chinongwe_juhudib","ruangwa_chinongwe",3,"Rural",4,1,NA,NA,NA
"ruangwa_chinongwe_juhudib","ruangwa_chinongwe",4,"Rural",2,0,69,2015,36
"ruangwa_chinongwe_juhudib","ruangwa_chinongwe",5,"Rural",4,1,83,2016,15
"ruangwa_chinongwe_likwachu","ruangwa_chinongwe",3,"Rural",2,5,54,2014,17
"ruangwa_chinongwe_likwachu","ruangwa_chinongwe",4,"Rural",10,5,69,2015,26
"ruangwa_chinongwe_likwachu","ruangwa_chinongwe",5,"Rural",9,1,83,2016,20
"ruangwa_chinongwe_litama","ruangwa_chinongwe",3,"Rural",9,2,54,2014,6
"ruangwa_chinongwe_litama","ruangwa_chinongwe",4,"Rural",3,2,69,2015,17
"ruangwa_chinongwe_litama","ruangwa_chinongwe",5,"Rural",5,0,83,2016,11
"ruangwa_chunyu_chunyu","ruangwa_chunyu",3,"Rural",1,6,54,2014,18
"ruangwa_chunyu_chunyu","ruangwa_chunyu",4,"Rural",3,2,69,2015,11
"ruangwa_chunyu_chunyu","ruangwa_chunyu",5,"Rural",16,2,83,2016,20
"ruangwa_chunyu_mihewe","ruangwa_chunyu",3,"Rural",11,4,54,2014,15
"ruangwa_chunyu_mihewe","ruangwa_chunyu",4,"Rural",0,1,69,2015,15
"ruangwa_chunyu_mihewe","ruangwa_chunyu",5,"Rural",4,0,83,2016,19
"ruangwa_chunyu_namikulo","ruangwa_chunyu",3,"Rural",8,5,54,2014,8
"ruangwa_chunyu_namikulo","ruangwa_chunyu",4,"Rural",3,1,69,2015,5
"ruangwa_chunyu_namikulo","ruangwa_chunyu",5,"Rural",8,0,83,2016,10
"ruangwa_likunja_kitandi","ruangwa_likunja",3,"Rural",2,5,54,2014,29
"ruangwa_likunja_kitandi","ruangwa_likunja",4,"Rural",0,2,69,2015,6
"ruangwa_likunja_kitandi","ruangwa_likunja",5,"Rural",6,5,83,2016,19
"ruangwa_likunja_likunja","ruangwa_likunja",3,"Rural",9,5,54,2014,8
"ruangwa_likunja_likunja","ruangwa_likunja",4,"Rural",2,0,69,2015,10
"ruangwa_likunja_likunja","ruangwa_likunja",5,"Rural",1,0,83,2016,7
"ruangwa_likunja_mitope","ruangwa_likunja",3,"Rural",5,0,54,2014,5
"ruangwa_likunja_mitope","ruangwa_likunja",4,"Rural",11,7,69,2015,13
"ruangwa_likunja_mitope","ruangwa_likunja",5,"Rural",7,3,83,2016,20
"ruangwa_likunja_mmawa","ruangwa_likunja",3,"Rural",6,4,54,2014,7
"ruangwa_likunja_mmawa","ruangwa_likunja",4,"Rural",10,7,69,2015,8
"ruangwa_likunja_mmawa","ruangwa_likunja",5,"Rural",3,1,83,2016,5
"ruangwa_likunja_mpara","ruangwa_likunja",3,"Rural",3,3,54,2014,11
"ruangwa_likunja_mpara","ruangwa_likunja",4,"Rural",20,9,69,2015,27
"ruangwa_likunja_mpara","ruangwa_likunja",5,"Rural",6,4,83,2016,22
"ruangwa_likunja_mtimboruangwa","ruangwa_likunja",3,"Rural",17,7,54,2014,17
"ruangwa_likunja_mtimboruangwa","ruangwa_likunja",4,"Rural",13,10,69,2015,31
"ruangwa_likunja_mtimboruangwa","ruangwa_likunja",5,"Rural",5,4,83,2016,17
"ruangwa_luchelegwa_ipingo","ruangwa_luchelegwa",3,"Rural",2,4,54,2014,29
"ruangwa_luchelegwa_ipingo","ruangwa_luchelegwa",4,"Rural",10,3,69,2015,19
"ruangwa_luchelegwa_luchelegwa","ruangwa_luchelegwa",3,"Rural",1,3,54,2014,11
"ruangwa_luchelegwa_luchelegwa","ruangwa_luchelegwa",4,"Rural",10,6,69,2015,20
"ruangwa_luchelegwa_nandanga","ruangwa_luchelegwa",3,"Rural",13,3,54,2014,22
"ruangwa_luchelegwa_nandanga","ruangwa_luchelegwa",4,"Rural",11,3,69,2015,19
"ruangwa_luchelegwa_nandanga","ruangwa_luchelegwa",5,"Rural",13,3,83,2016,22
"ruangwa_makanjiro_chikoko","ruangwa_makanjiro",3,"Rural",3,0,54,2014,2
"ruangwa_makanjiro_chikoko","ruangwa_makanjiro",4,"Rural",2,0,NA,NA,NA
"ruangwa_makanjiro_chilangalile","ruangwa_makanjiro",3,"Rural",6,0,54,2014,5
"ruangwa_makanjiro_chilangalile","ruangwa_makanjiro",4,"Rural",9,2,69,2015,3
"ruangwa_makanjiro_chinokole","ruangwa_makanjiro",3,"Rural",3,0,54,2014,14
"ruangwa_makanjiro_chinokole","ruangwa_makanjiro",4,"Rural",7,2,69,2015,9
"ruangwa_makanjiro_makanjiro","ruangwa_makanjiro",3,"Rural",10,1,54,2014,15
"ruangwa_makanjiro_makanjiro","ruangwa_makanjiro",4,"Rural",7,0,69,2015,2
"ruangwa_makanjiro_makanjiro","ruangwa_makanjiro",5,"Rural",0,0,83,2016,18
"ruangwa_makanjiro_mbangara","ruangwa_makanjiro",3,"Rural",6,1,54,2014,7
"ruangwa_makanjiro_mbangara","ruangwa_makanjiro",4,"Rural",7,0,69,2015,9
"ruangwa_malolo_malolo","ruangwa_malolo",3,"Rural",3,8,54,2014,35
"ruangwa_malolo_malolo","ruangwa_malolo",4,"Rural",11,0,69,2015,31
"ruangwa_malolo_malolo","ruangwa_malolo",5,"Rural",16,5,83,2016,35
"ruangwa_malolo_mchengaa","ruangwa_malolo",3,"Rural",19,4,54,2014,18
"ruangwa_malolo_mchengaa","ruangwa_malolo",4,"Rural",42,7,69,2015,40
"ruangwa_malolo_mchengaa","ruangwa_malolo",5,"Rural",17,1,NA,NA,NA
"ruangwa_malolo_mchengab","ruangwa_malolo",3,"Rural",7,2,54,2014,3
"ruangwa_malolo_mchengab","ruangwa_malolo",4,"Rural",32,12,69,2015,25
"ruangwa_malolo_mchengab","ruangwa_malolo",5,"Rural",11,5,83,2016,39
"ruangwa_malolo_mtawilile","ruangwa_malolo",3,"Rural",12,2,54,2014,13
"ruangwa_malolo_mtawilile","ruangwa_malolo",4,"Rural",11,4,69,2015,10
"ruangwa_malolo_mtawilile","ruangwa_malolo",5,"Rural",9,4,83,2016,15
"ruangwa_malolo_nangumbua","ruangwa_malolo",3,"Rural",16,4,54,2014,12
"ruangwa_malolo_nangumbua","ruangwa_malolo",4,"Rural",21,9,69,2015,15
"ruangwa_malolo_nangumbua","ruangwa_malolo",5,"Rural",25,3,83,2016,26
"ruangwa_malolo_nangumbub","ruangwa_malolo",3,"Rural",19,4,54,2014,17
"ruangwa_malolo_nangumbub","ruangwa_malolo",4,"Rural",11,6,69,2015,14
"ruangwa_malolo_nangumbub","ruangwa_malolo",5,"Rural",11,3,83,2016,20
"ruangwa_mandarawe_mandarawe","ruangwa_mandarawe",3,"Rural",0,0,NA,NA,NA
"ruangwa_mandarawe_mandarawe","ruangwa_mandarawe",4,"Rural",3,8,NA,NA,NA
"ruangwa_mandarawe_mandarawe","ruangwa_mandarawe",5,"Rural",6,3,83,2016,17
"ruangwa_mandarawe_nachinyimba","ruangwa_mandarawe",3,"Rural",0,2,54,2014,6
"ruangwa_mandarawe_nachinyimba","ruangwa_mandarawe",4,"Rural",3,6,69,2015,6
"ruangwa_mandarawe_nachinyimba","ruangwa_mandarawe",5,"Rural",6,5,83,2016,12
"ruangwa_mandarawe_nandenje","ruangwa_mandarawe",3,"Rural",2,2,54,2014,10
"ruangwa_mandarawe_nandenje","ruangwa_mandarawe",4,"Rural",4,7,69,2015,10
"ruangwa_mandawa_chikundi","ruangwa_mandawa",4,"Rural",0,0,69,2015,21
"ruangwa_mandawa_chikundi","ruangwa_mandawa",5,"Rural",9,2,83,2016,19
"ruangwa_mandawa_mandawachini","ruangwa_mandawa",3,"Rural",2,7,54,2014,12
"ruangwa_mandawa_mandawachini","ruangwa_mandawa",4,"Rural",1,3,69,2015,22
"ruangwa_mandawa_mandawachini","ruangwa_mandawa",5,"Rural",25,1,83,2016,29
"ruangwa_mandawa_mchichili","ruangwa_mandawa",3,"Rural",1,2,54,2014,1
"ruangwa_mandawa_mchichili","ruangwa_mandawa",4,"Rural",3,1,69,2015,15
"ruangwa_mandawa_mchichili","ruangwa_mandawa",5,"Rural",6,5,83,2016,19
"ruangwa_mandawa_nahanga","ruangwa_mandawa",3,"Rural",1,3,54,2014,9
"ruangwa_mandawa_nahanga","ruangwa_mandawa",5,"Rural",16,3,83,2016,23
"ruangwa_matambarale_matambarale","ruangwa_matambarale",4,"Rural",8,2,69,2015,19
"ruangwa_matambarale_matambarale","ruangwa_matambarale",5,"Rural",13,3,83,2016,18
"ruangwa_matambarale_matambaralekaskazini","ruangwa_matambarale",3,"Rural",9,4,54,2014,9
"ruangwa_matambarale_matambaralekaskazini","ruangwa_matambarale",4,"Rural",7,7,69,2015,11
"ruangwa_matambarale_namkatila","ruangwa_matambarale",3,"Rural",8,4,NA,NA,NA
"ruangwa_matambarale_namkatila","ruangwa_matambarale",4,"Rural",29,11,69,2015,29
"ruangwa_matambarale_namkatila","ruangwa_matambarale",5,"Rural",22,4,83,2016,39
"ruangwa_matambarale_nandandara","ruangwa_matambarale",3,"Rural",10,9,54,2014,14
"ruangwa_matambarale_nandandara","ruangwa_matambarale",4,"Rural",30,13,69,2015,43
"ruangwa_matambarale_nandandara","ruangwa_matambarale",5,"Rural",15,4,83,2016,25
"ruangwa_mbekenyera_chingumbwa","ruangwa_mbekenyera",3,"Rural",2,8,54,2014,25
"ruangwa_mbekenyera_chingumbwa","ruangwa_mbekenyera",4,"Rural",21,5,69,2015,19
"ruangwa_mbekenyera_chingumbwa","ruangwa_mbekenyera",5,"Rural",17,8,83,2016,25
"ruangwa_mbekenyera_mbekenyera","ruangwa_mbekenyera",3,"Rural",30,10,54,2014,45
"ruangwa_mbekenyera_mbekenyera","ruangwa_mbekenyera",4,"Rural",18,6,69,2015,20
"ruangwa_mbekenyera_mbekenyera","ruangwa_mbekenyera",5,"Rural",15,7,83,2016,34
"ruangwa_mbekenyera_mkutingome","ruangwa_mbekenyera",3,"Rural",4,1,54,2014,10
"ruangwa_mbekenyera_mkutingome","ruangwa_mbekenyera",4,"Rural",24,10,69,2015,20
"ruangwa_mbekenyera_mkutingome","ruangwa_mbekenyera",5,"Rural",3,5,83,2016,5
"ruangwa_mbekenyera_namilema","ruangwa_mbekenyera",3,"Rural",12,9,54,2014,23
"ruangwa_mbekenyera_namilema","ruangwa_mbekenyera",4,"Rural",13,7,69,2015,20
"ruangwa_mbekenyera_namilema","ruangwa_mbekenyera",5,"Rural",13,7,83,2016,29
"ruangwa_mbekenyera_naunambe","ruangwa_mbekenyera",3,"Rural",8,3,54,2014,15
"ruangwa_mbekenyera_naunambe","ruangwa_mbekenyera",4,"Rural",16,9,69,2015,20
"ruangwa_mbekenyera_naunambe","ruangwa_mbekenyera",5,"Rural",11,2,83,2016,21
"ruangwa_mnacho_chimbilaa","ruangwa_mnacho",3,"Rural",10,3,54,2014,15
"ruangwa_mnacho_chimbilaa","ruangwa_mnacho",4,"Rural",14,5,69,2015,21
"ruangwa_mnacho_chimbilaa","ruangwa_mnacho",5,"Rural",3,2,83,2016,4
"ruangwa_mnacho_chimbilab","ruangwa_mnacho",3,"Rural",3,1,54,2014,20
"ruangwa_mnacho_chimbilab","ruangwa_mnacho",4,"Rural",12,2,69,2015,17
"ruangwa_mnacho_chimbilab","ruangwa_mnacho",5,"Rural",5,3,83,2016,7
"ruangwa_mnacho_manokwe","ruangwa_mnacho",3,"Rural",1,0,54,2014,1
"ruangwa_mnacho_manokwe","ruangwa_mnacho",4,"Rural",9,0,69,2015,14
"ruangwa_mnacho_manokwe","ruangwa_mnacho",5,"Rural",5,3,83,2016,13
"ruangwa_mnacho_ngau","ruangwa_mnacho",3,"Rural",16,3,54,2014,30
"ruangwa_mnacho_ngau","ruangwa_mnacho",4,"Rural",20,4,69,2015,44
"ruangwa_mnacho_ngau","ruangwa_mnacho",5,"Rural",8,3,83,2016,12
"ruangwa_nachingwea_dodoma","ruangwa_nachingwea",3,"Rural",10,2,54,2014,10
"ruangwa_nachingwea_dodoma","ruangwa_nachingwea",4,"Rural",0,0,69,2015,10
"ruangwa_nachingwea_kilimahewa","ruangwa_nachingwea",3,"Rural",3,5,54,2014,23
"ruangwa_nachingwea_kilimahewa","ruangwa_nachingwea",4,"Rural",1,4,69,2015,23
"ruangwa_nachingwea_nachingwea","ruangwa_nachingwea",3,"Rural",8,0,54,2014,10
"ruangwa_nachingwea_nachingwea","ruangwa_nachingwea",4,"Rural",2,4,69,2015,10
"ruangwa_nambilanje_mkaranga","ruangwa_nambilanje",4,"Rural",0,2,69,2015,12
"ruangwa_nambilanje_mkaranga","ruangwa_nambilanje",5,"Rural",9,2,83,2016,12
"ruangwa_nambilanje_mtondo","ruangwa_nambilanje",4,"Rural",1,1,69,2015,5
"ruangwa_nambilanje_mtondo","ruangwa_nambilanje",5,"Rural",25,5,83,2016,28
"ruangwa_nambilanje_nambilanje","ruangwa_nambilanje",3,"Rural",2,3,NA,NA,NA
"ruangwa_nambilanje_nambilanje","ruangwa_nambilanje",4,"Rural",3,1,69,2015,5
"ruangwa_nambilanje_nambilanje","ruangwa_nambilanje",5,"Rural",38,20,83,2016,53
"ruangwa_nambilanje_nanjaru","ruangwa_nambilanje",4,"Rural",0,4,69,2015,15
"ruangwa_nambilanje_nanjaru","ruangwa_nambilanje",5,"Rural",4,2,83,2016,64
"ruangwa_namichiga_namichigab","ruangwa_namichiga",4,"Rural",9,0,69,2015,11
"ruangwa_namichiga_namichingaa","ruangwa_namichiga",4,"Rural",7,3,69,2015,6
"ruangwa_namichiga_namichingaa","ruangwa_namichiga",5,"Rural",0,0,83,2016,2
"ruangwa_namichiga_namkonjera","ruangwa_namichiga",4,"Rural",4,0,69,2015,3
"ruangwa_namichiga_namkonjera","ruangwa_namichiga",5,"Rural",0,0,83,2016,8
"ruangwa_nandagala_mmawa","ruangwa_nandagala",3,"Rural",4,1,54,2014,4
"ruangwa_nandagala_mmawa","ruangwa_nandagala",5,"Rural",0,0,83,2016,3
"ruangwa_nandagala_namahemaa","ruangwa_nandagala",3,"Rural",7,4,54,2014,9
"ruangwa_nandagala_namahemaa","ruangwa_nandagala",4,"Rural",0,2,69,2015,9
"ruangwa_nandagala_namahemab","ruangwa_nandagala",3,"Rural",5,3,54,2014,12
"ruangwa_nandagala_namahemab","ruangwa_nandagala",4,"Rural",0,0,69,2015,12
"ruangwa_nandagala_namahemab","ruangwa_nandagala",5,"Rural",0,3,NA,NA,NA
"ruangwa_nandagala_nandagalaa","ruangwa_nandagala",3,"Rural",15,5,54,2014,17
"ruangwa_nandagala_nandagalaa","ruangwa_nandagala",4,"Rural",23,5,69,2015,17
"ruangwa_nandagala_nandagalaa","ruangwa_nandagala",5,"Rural",8,5,83,2016,10
"ruangwa_nandagala_nandagalab","ruangwa_nandagala",3,"Rural",7,1,NA,NA,NA
"ruangwa_nandagala_nandagalab","ruangwa_nandagala",4,"Rural",10,2,NA,NA,NA
"ruangwa_nandagala_nandagalab","ruangwa_nandagala",5,"Rural",10,3,83,2016,11
"ruangwa_nanganga_mbecha","ruangwa_nanganga",3,"Rural",9,4,54,2014,13
"ruangwa_nanganga_mbecha","ruangwa_nanganga",4,"Rural",7,3,69,2015,9
"ruangwa_nanganga_mbecha","ruangwa_nanganga",5,"Rural",3,1,83,2016,6
"ruangwa_nanganga_mchenganyumba","ruangwa_nanganga",3,"Rural",4,3,NA,NA,NA
"ruangwa_nanganga_mchenganyumba","ruangwa_nanganga",4,"Rural",5,2,69,2015,7
"ruangwa_nanganga_mchenganyumba","ruangwa_nanganga",5,"Rural",7,0,83,2016,11
"ruangwa_nanganga_mtakuja","ruangwa_nanganga",3,"Rural",18,2,54,2014,18
"ruangwa_nanganga_mtakuja","ruangwa_nanganga",4,"Rural",10,5,69,2015,13
"ruangwa_nanganga_mtakuja","ruangwa_nanganga",5,"Rural",12,1,83,2016,14
"ruangwa_nanganga_nanganga","ruangwa_nanganga",3,"Rural",22,2,54,2014,16
"ruangwa_nanganga_nanganga","ruangwa_nanganga",4,"Rural",14,7,69,2015,15
"ruangwa_nanganga_nanganga","ruangwa_nanganga",5,"Rural",12,0,83,2016,15
"ruangwa_narungombe_chikwale","ruangwa_narungombe",3,"Rural",7,5,54,2014,14
"ruangwa_narungombe_chikwale","ruangwa_narungombe",4,"Rural",1,1,69,2015,5
"ruangwa_narungombe_chikwale","ruangwa_narungombe",5,"Rural",5,3,83,2016,18
"ruangwa_narungombe_liuguru","ruangwa_narungombe",3,"Rural",3,2,54,2014,15
"ruangwa_narungombe_liuguru","ruangwa_narungombe",4,"Rural",0,0,69,2015,6
"ruangwa_narungombe_liuguru","ruangwa_narungombe",5,"Rural",5,1,83,2016,19
"ruangwa_narungombe_machanganja","ruangwa_narungombe",3,"Rural",0,1,54,2014,10
"ruangwa_narungombe_machanganja","ruangwa_narungombe",4,"Rural",1,1,69,2015,9
"ruangwa_narungombe_machanganja","ruangwa_narungombe",5,"Rural",14,3,83,2016,26
"ruangwa_narungombe_nangurugai","ruangwa_narungombe",3,"Rural",2,1,54,2014,10
"ruangwa_narungombe_nangurugai","ruangwa_narungombe",4,"Rural",3,3,69,2015,33
"ruangwa_narungombe_nangurugai","ruangwa_narungombe",5,"Rural",8,4,83,2016,33
"ruangwa_narungombe_narungombe","ruangwa_narungombe",3,"Rural",9,5,54,2014,39
"ruangwa_narungombe_narungombe","ruangwa_narungombe",4,"Rural",4,0,69,2015,33
"ruangwa_narungombe_narungombe","ruangwa_narungombe",5,"Rural",11,7,83,2016,21
"ruangwa_nkowe_kipindimbi","ruangwa_nkowe",3,"Rural",1,5,NA,NA,NA
"ruangwa_nkowe_kipindimbi","ruangwa_nkowe",4,"Rural",14,2,69,2015,21
"ruangwa_nkowe_kipindimbi","ruangwa_nkowe",5,"Rural",6,4,83,2016,8
"ruangwa_nkowe_mpumbe","ruangwa_nkowe",3,"Rural",3,0,NA,NA,NA
"ruangwa_nkowe_mpumbe","ruangwa_nkowe",4,"Rural",5,1,69,2015,5
"ruangwa_nkowe_mpumbe","ruangwa_nkowe",5,"Rural",0,2,NA,NA,NA
"ruangwa_nkowe_nkowe","ruangwa_nkowe",3,"Rural",2,3,NA,NA,NA
"ruangwa_nkowe_nkowe","ruangwa_nkowe",4,"Rural",13,5,69,2015,17
"ruangwa_nkowe_nkowe","ruangwa_nkowe",5,"Rural",14,3,83,2016,21
"ruangwa_ruangwa_likangara","ruangwa_ruangwa",3,"Rural",2,6,54,2014,18
"ruangwa_ruangwa_likangara","ruangwa_ruangwa",4,"Rural",27,6,69,2015,25
"ruangwa_ruangwa_likangara","ruangwa_ruangwa",5,"Rural",12,4,83,2016,17
"ruangwa_ruangwa_lipande","ruangwa_ruangwa",4,"Rural",10,4,69,2015,8
"ruangwa_ruangwa_lipande","ruangwa_ruangwa",5,"Rural",11,1,83,2016,14
"ruangwa_ruangwa_mchangani","ruangwa_ruangwa",3,"Rural",5,4,54,2014,5
"ruangwa_ruangwa_mchangani","ruangwa_ruangwa",4,"Rural",25,8,69,2015,23
"ruangwa_ruangwa_mchangani","ruangwa_ruangwa",5,"Rural",5,0,83,2016,9
"rufiji_bungu_bungua","rufiji_bungu",3,"Rural",0,6,48,2013,4
"rufiji_bungu_bungua","rufiji_bungu",5,"Rural",0,0,83,2016,10
"rufiji_bungu_bungub","rufiji_bungu",3,"Rural",3,7,48,2013,4
"rufiji_bungu_bungub","rufiji_bungu",5,"Rural",0,0,83,2016,18
"rufiji_bungu_msafiri","rufiji_bungu",3,"Rural",0,0,48,2013,12
"rufiji_bungu_msafiri","rufiji_bungu",5,"Rural",0,0,83,2016,14
"rufiji_bungu_nyambili","rufiji_bungu",3,"Rural",0,1,48,2013,7
"rufiji_bungu_nyambili","rufiji_bungu",5,"Rural",2,0,83,2016,2
"rufiji_bungu_nyambunda","rufiji_bungu",3,"Rural",9,5,NA,NA,NA
"rufiji_bungu_nyambunda","rufiji_bungu",5,"Rural",0,0,83,2016,11
"rufiji_bungu_pagae","rufiji_bungu",3,"Rural",5,6,48,2013,1
"rufiji_bungu_pagae","rufiji_bungu",5,"Rural",1,0,83,2016,6
"rufiji_chemchem_golani","rufiji_chemchem",5,"Rural",0,0,83,2016,8
"rufiji_chemchem_kindwitwi","rufiji_chemchem",3,"Rural",7,2,NA,NA,NA
"rufiji_chemchem_kindwitwi","rufiji_chemchem",5,"Rural",0,0,NA,NA,NA
"rufiji_chemchem_kipei","rufiji_chemchem",5,"Rural",0,0,NA,NA,NA
"rufiji_chemchem_nyandakatundu","rufiji_chemchem",3,"Rural",5,5,48,2013,20
"rufiji_chemchem_nyandakatundu","rufiji_chemchem",5,"Rural",0,0,NA,NA,NA
"rufiji_chemchem_nyandumbi","rufiji_chemchem",5,"Rural",0,0,NA,NA,NA
"rufiji_chemchem_nyangwai","rufiji_chemchem",5,"Rural",0,0,NA,NA,NA
"rufiji_chumbi_chumbia","rufiji_chumbi",3,"Rural",2,3,48,2013,135
"rufiji_chumbi_chumbia","rufiji_chumbi",5,"Rural",2,0,83,2016,67
"rufiji_chumbi_chumbib","rufiji_chumbi",3,"Rural",6,3,48,2013,125
"rufiji_chumbi_chumbib","rufiji_chumbi",5,"Rural",0,0,83,2016,57
"rufiji_chumbi_chumbic","rufiji_chumbi",3,"Rural",9,4,48,2013,93
"rufiji_chumbi_chumbic","rufiji_chumbi",5,"Rural",1,1,83,2016,75
"rufiji_chumbi_kiwanga","rufiji_chumbi",3,"Rural",9,6,48,2013,70
"rufiji_chumbi_kiwanga","rufiji_chumbi",5,"Rural",4,1,83,2016,9
"rufiji_chumbi_mohoro","rufiji_chumbi",3,"Rural",9,3,48,2013,80
"rufiji_chumbi_mohoro","rufiji_chumbi",5,"Rural",3,1,83,2016,148
"rufiji_chumbi_ndundutawa","rufiji_chumbi",3,"Rural",8,3,48,2013,20
"rufiji_chumbi_ndundutawa","rufiji_chumbi",5,"Rural",0,0,83,2016,9
"rufiji_dimani_kimbuga","rufiji_dimani",3,"Rural",11,1,48,2013,18
"rufiji_dimani_kimbuga","rufiji_dimani",5,"Rural",0,0,83,2016,13
"rufiji_dimani_miwaga","rufiji_dimani",3,"Rural",1,0,NA,NA,NA
"rufiji_dimani_miwaga","rufiji_dimani",5,"Rural",2,0,83,2016,7
"rufiji_dimani_mngaru","rufiji_dimani",3,"Rural",3,3,48,2013,9
"rufiji_dimani_mngaru","rufiji_dimani",5,"Rural",0,0,83,2016,19
"rufiji_dimani_ngulakula","rufiji_dimani",3,"Rural",4,3,NA,NA,NA
"rufiji_dimani_ngulakula","rufiji_dimani",5,"Rural",0,0,NA,NA,NA
"rufiji_ikwiriri_ikwiririkaskazini","rufiji_ikwiriri",3,"Rural",9,4,48,2013,32
"rufiji_ikwiriri_ikwiririkaskazini","rufiji_ikwiriri",5,"Rural",0,0,83,2016,53
"rufiji_ikwiriri_ikwiririkati","rufiji_ikwiriri",3,"Rural",6,1,48,2013,14
"rufiji_ikwiriri_ikwiririkati","rufiji_ikwiriri",5,"Rural",0,0,83,2016,9
"rufiji_ikwiriri_ikwiririkusini","rufiji_ikwiriri",3,"Rural",10,1,48,2013,18
"rufiji_ikwiriri_ikwiririkusini","rufiji_ikwiriri",5,"Rural",0,0,83,2016,10
"rufiji_kibiti_kibitib","rufiji_kibiti",3,"Rural",9,2,48,2013,4
"rufiji_kibiti_kibitib","rufiji_kibiti",5,"Rural",0,0,83,2016,46
"rufiji_kibiti_kibitibkati","rufiji_kibiti",3,"Rural",1,1,48,2013,2
"rufiji_kibiti_kibitibkati","rufiji_kibiti",5,"Rural",5,0,NA,NA,NA
"rufiji_kibiti_mwangia","rufiji_kibiti",3,"Rural",4,3,48,2013,7
"rufiji_kibiti_mwangia","rufiji_kibiti",5,"Rural",1,0,83,2016,7
"rufiji_kibiti_nyatanga","rufiji_kibiti",5,"Rural",0,0,83,2016,7
"rufiji_kiongoroni_ruma","rufiji_kiongoroni",5,"Rural",0,0,NA,NA,NA
"rufiji_mahege_hanga","rufiji_mahege",5,"Rural",0,0,NA,NA,NA
"rufiji_mahege_mahege","rufiji_mahege",5,"Rural",2,0,83,2016,2
"rufiji_mahege_nyakinyo","rufiji_mahege",5,"Rural",0,0,NA,NA,NA
"rufiji_mahege_nyanjati","rufiji_mahege",5,"Rural",0,0,83,2016,8
"rufiji_mahege_tomoni","rufiji_mahege",5,"Rural",0,0,NA,NA,NA
"rufiji_maparoni_kiasi","rufiji_maparoni",5,"Rural",0,0,NA,NA,NA
"rufiji_maparoni_maparoni","rufiji_maparoni",5,"Rural",0,0,83,2016,78
"rufiji_maparoni_msala","rufiji_maparoni",5,"Rural",2,0,83,2016,2
"rufiji_maparoni_tuwasalie","rufiji_maparoni",5,"Rural",0,0,NA,NA,NA
"rufiji_mbuchi_mbuchi","rufiji_mbuchi",5,"Rural",2,0,83,2016,101
"rufiji_mbuchi_mbweramagharibi","rufiji_mbuchi",3,"Rural",2,6,48,2013,31
"rufiji_mbuchi_mbweramagharibi","rufiji_mbuchi",5,"Rural",0,0,83,2016,68
"rufiji_mbuchi_mbweramashariki","rufiji_mbuchi",3,"Rural",1,3,48,2013,15
"rufiji_mbuchi_mbweramashariki","rufiji_mbuchi",5,"Rural",0,2,NA,NA,NA
"rufiji_mbwara_mbwara","rufiji_mbwara",3,"Rural",0,0,48,2013,26
"rufiji_mbwara_mbwara","rufiji_mbwara",5,"Rural",0,0,83,2016,34
"rufiji_mbwara_nambunja","rufiji_mbwara",3,"Rural",5,1,48,2013,12
"rufiji_mbwara_nambunja","rufiji_mbwara",5,"Rural",0,0,NA,NA,NA
"rufiji_mbwara_nyamwage","rufiji_mbwara",3,"Rural",2,1,48,2013,73
"rufiji_mbwara_nyamwage","rufiji_mbwara",5,"Rural",1,0,83,2016,149
"rufiji_mbwara_tawi","rufiji_mbwara",3,"Rural",0,0,NA,NA,NA
"rufiji_mbwara_tawi","rufiji_mbwara",5,"Rural",0,0,NA,NA,NA
"rufiji_mchukwi_mangwi","rufiji_mchukwi",5,"Rural",0,0,83,2016,5
"rufiji_mchukwi_mchukwia","rufiji_mchukwi",5,"Rural",1,1,83,2016,22
"rufiji_mchukwi_mchukwib","rufiji_mchukwi",5,"Rural",0,0,83,2016,23
"rufiji_mchukwi_mkupuka","rufiji_mchukwi",5,"Rural",0,0,NA,NA,NA
"rufiji_mgomba_mgombakaskazini","rufiji_mgomba",3,"Rural",4,0,48,2013,41
"rufiji_mgomba_mgombakaskazini","rufiji_mgomba",5,"Rural",0,0,83,2016,30
"rufiji_mgomba_mgombakati","rufiji_mgomba",3,"Rural",0,3,NA,NA,NA
"rufiji_mgomba_mgombakati","rufiji_mgomba",5,"Rural",0,0,83,2016,35
"rufiji_mgomba_mgombakusini","rufiji_mgomba",3,"Rural",0,0,48,2013,2
