"Correct_Village","Correct_Ward","Correct_District","Correct_Region","dateVaccination","Dogs"
"morogoro_tegetero_hewe","Tegetero","Morogoro","Morogoro",2016-11-05,1
"morogoro_tununguo_kisangastendi","Tununguo","Morogoro","Morogoro",2016-11-05,78
"morogorourban_bigwa_bigwabarabarani","Bigwa","Morogoro Urban","Morogoro",2016-11-05,134
"morogorourban_bigwa_bohomera","Bigwa","Morogoro Urban","Morogoro",2016-11-05,49
"morogorourban_bigwa_korogoso","Bigwa","Morogoro Urban","Morogoro",2016-11-05,34
"morogorourban_bigwa_lukuyu","Bigwa","Morogoro Urban","Morogoro",2016-11-05,64
"morogorourban_bigwa_mgolole","Bigwa","Morogoro Urban","Morogoro",2016-11-05,74
"morogorourban_bigwa_misongenia","Bigwa","Morogoro Urban","Morogoro",2016-11-05,100
"morogorourban_bigwa_misongenib","Bigwa","Morogoro Urban","Morogoro",2016-11-05,57
"morogorourban_bigwa_mungi","Bigwa","Morogoro Urban","Morogoro",2016-11-05,25
"morogorourban_bigwa_vituli","Bigwa","Morogoro Urban","Morogoro",2016-11-05,12
"morogorourban_kihonda_kilongo","Kihonda","Morogoro Urban","Morogoro",2016-11-05,77
"morogorourban_kihonda_kipera","Kihonda","Morogoro Urban","Morogoro",2016-11-05,109
"morogorourban_kihonda_lukobejuu","Kihonda","Morogoro Urban","Morogoro",2016-11-05,71
"morogorourban_kihonda_lukobekambitano","Kihonda","Morogoro Urban","Morogoro",2016-11-05,104
"morogorourban_kihonda_magereza","Kihonda","Morogoro Urban","Morogoro",2016-11-05,25
"morogorourban_kihonda_mailkuminanane","Kihonda","Morogoro Urban","Morogoro",2016-11-05,90
"morogorourban_kihonda_majengomapya","Kihonda","Morogoro Urban","Morogoro",2016-11-05,149
"morogorourban_kihonda_mawasiliano","Kihonda","Morogoro Urban","Morogoro",2016-11-05,150
"morogorourban_kihonda_mgudeni","Kihonda","Morogoro Urban","Morogoro",2016-11-05,84
"morogorourban_kihonda_mguluwandege","Kihonda","Morogoro Urban","Morogoro",2016-11-05,91
"masasi_chigugu_mandiwa","Chigugu","Masasi","Mtwara",2016-11-05,15
"masasi_chigugu_mbaju","Chigugu","Masasi","Mtwara",2016-11-05,24
"masasi_chiungutwa_makanyama","Chiungutwa","Masasi","Mtwara",2016-11-05,11
"masasi_chiungutwa_mipande","Chiungutwa","Masasi","Mtwara",2016-11-05,13
"masasi_chiwale_lilala","Chiwale","Masasi","Mtwara",2016-11-05,10
"masasi_lipumburu_mbangala","Lipumburu","Masasi","Mtwara",2016-11-05,18
"masasi_lulindi_ndwikachini","Lulindi","Masasi","Mtwara",2016-11-05,32
"masasi_mbuyuni_ndibwa","Mbuyuni","Masasi","Mtwara",2016-11-05,11
"masasi_mkululu_mfuto","Mkululu","Masasi","Mtwara",2016-11-05,2
"masasi_mkundi_nakalola","Mkundi","Masasi","Mtwara",2016-11-05,14
"masasi_mnavira_manyuli","Mnavira","Masasi","Mtwara",2016-11-05,2
"masasi_namajani_mamahinga","Namajani","Masasi","Mtwara",2016-11-05,2
"masasi_namatutwe_namalembo","Namatutwe","Masasi","Mtwara",2016-11-05,12
"masasi_nanganga_chipite","Nanganga","Masasi","Mtwara",2016-11-05,4
"masasi_nanjota_milunda","Nanjota","Masasi","Mtwara",2016-11-05,10
"masasi_nanjota_nairombo","Nanjota","Masasi","Mtwara",2016-11-05,1
"masasitownshipauthority_marika_mumbaka","Marika","Masasi Township Authority","Mtwara",2016-11-05,28
"masasitownshipauthority_mwengemtapika_namkungwi","Mwenge Mtapika","Masasi Township Authority","Mtwara",2016-11-05,19
"masasitownshipauthority_sululu_mkarakate","Sululu","Masasi Township Authority","Mtwara",2016-11-05,16
"mtwararural_kiromba_misufini","Kiromba","Mtwara Rural","Mtwara",2016-11-05,2
"mtwararural_kitere_chekeleni","Kitere","Mtwara Rural","Mtwara",2016-11-05,8
"mtwararural_madimba_msimbati","Madimba","Mtwara Rural","Mtwara",2016-11-05,2
"mtwararural_mayanga_likonde","Mayanga","Mtwara Rural","Mtwara",2016-11-05,18
"mtwararural_milangominne_mkumbwanana","Milango Minne","Mtwara Rural","Mtwara",2016-11-05,7
"mtwararural_nanguruwe_nanguruwe","Nanguruwe","Mtwara Rural","Mtwara",2016-11-05,2
"mtwararural_tangazo_kilambo","Tangazo","Mtwara Rural","Mtwara",2016-11-05,9
"mtwaraurban_chuno_ligulaa","Chuno","Mtwara Urban","Mtwara",2016-11-05,6
"mtwaraurban_likombe_mtawanya","Likombe","Mtwara Urban","Mtwara",2016-11-05,8
"mtwaraurban_likombe_mtepwezi","Likombe","Mtwara Urban","Mtwara",2016-11-05,5
"mtwaraurban_mitengo_kilimahewa","Mitengo","Mtwara Urban","Mtwara",2016-11-05,32
"mtwaraurban_naliendele_naliendele","Naliendele","Mtwara Urban","Mtwara",2016-11-05,5
"nanyumbu_chipuputa_mpwahia","Chipuputa","Nanyumbu","Mtwara",2016-11-05,25
"nanyumbu_lumesule_lumesule","Lumesule","Nanyumbu","Mtwara",2016-11-05,7
"nanyumbu_mangaka_mtokora","Mangaka","Nanyumbu","Mtwara",2016-11-05,9
"nanyumbu_maratani_malema","Maratani","Nanyumbu","Mtwara",2016-11-05,20
"nanyumbu_masuguru_lukwika","Masuguru","Nanyumbu","Mtwara",2016-11-05,16
"tandahimba_mchichira_shangani","Mchichira","Tandahimba","Mtwara",2016-11-05,17
"tandahimba_ngunja_mangombya","Ngunja","Tandahimba","Mtwara",2016-11-05,3
"morogoro_kasanga_longwe","Kasanga","Morogoro","Morogoro",2016-11-06,12
"morogoro_matuli_lulongwe","Matuli","Morogoro","Morogoro",2016-11-06,149
"morogorourban_kichangani_areafive","Kichangani","Morogoro Urban","Morogoro",2016-11-06,88
"morogorourban_kichangani_areasix","Kichangani","Morogoro Urban","Morogoro",2016-11-06,59
"morogorourban_kichangani_kichangani","Kichangani","Morogoro Urban","Morogoro",2016-11-06,7
"morogorourban_kichangani_kolab","Kichangani","Morogoro Urban","Morogoro",2016-11-06,154
"morogorourban_kichangani_mchuma","Kichangani","Morogoro Urban","Morogoro",2016-11-06,23
"morogorourban_kichangani_mkwajuni","Kichangani","Morogoro Urban","Morogoro",2016-11-06,33
"morogorourban_kihonda_ngerengere","Kihonda","Morogoro Urban","Morogoro",2016-11-06,71
"morogorourban_kihonda_nguvukazi","Kihonda","Morogoro Urban","Morogoro",2016-11-06,71
"morogorourban_kihonda_tuelewane","Kihonda","Morogoro Urban","Morogoro",2016-11-06,51
"morogorourban_kilakala_bigwakisiwani","Kilakala","Morogoro Urban","Morogoro",2016-11-06,23
"morogorourban_kilakala_bigwasokoni","Kilakala","Morogoro Urban","Morogoro",2016-11-06,37
"morogorourban_kilakala_bongola","Kilakala","Morogoro Urban","Morogoro",2016-11-06,32
"morogorourban_kilakala_bwinila","Kilakala","Morogoro Urban","Morogoro",2016-11-06,16
"morogorourban_kilakala_chalumbi","Kilakala","Morogoro Urban","Morogoro",2016-11-06,111
"morogorourban_kilakala_kigurunyembe","Kilakala","Morogoro Urban","Morogoro",2016-11-06,37
"morogorourban_kilakala_kilakala","Kilakala","Morogoro Urban","Morogoro",2016-11-06,45
"morogorourban_kilakala_kola","Kilakala","Morogoro Urban","Morogoro",2016-11-06,50
"morogorourban_kilakala_mahedu","Kilakala","Morogoro Urban","Morogoro",2016-11-06,12
"morogorourban_kilakala_migombani","Kilakala","Morogoro Urban","Morogoro",2016-11-06,23
"morogorourban_kilakala_ngatigwa","Kilakala","Morogoro Urban","Morogoro",2016-11-06,17
"morogorourban_kilakala_nugutu","Kilakala","Morogoro Urban","Morogoro",2016-11-06,60
"morogorourban_kilakala_ualimu","Kilakala","Morogoro Urban","Morogoro",2016-11-06,13
"masasi_chigugu_maparagwe","Chigugu","Masasi","Mtwara",2016-11-06,3
"masasi_chigugu_mbemba","Chigugu","Masasi","Mtwara",2016-11-06,14
"masasi_chiungutwa_chilimba","Chiungutwa","Masasi","Mtwara",2016-11-06,38
"masasi_chiwata_chiwata","Chiwata","Masasi","Mtwara",2016-11-06,24
"masasi_lipumburu_utimbe","Lipumburu","Masasi","Mtwara",2016-11-06,33
"masasi_lulindi_muungano","Lulindi","Masasi","Mtwara",2016-11-06,5
"masasi_mbuyuni_mpulima","Mbuyuni","Masasi","Mtwara",2016-11-06,1
"masasi_mkululu_chingolopi","Mkululu","Masasi","Mtwara",2016-11-06,10
"masasi_mwena_chikundi","Mwena","Masasi","Mtwara",2016-11-06,87
"masasi_namalenga_namalenga","Namalenga","Masasi","Mtwara",2016-11-06,19
"masasi_nanganga_nangoo","Nanganga","Masasi","Mtwara",2016-11-06,16
"masasi_nanjota_milunda","Nanjota","Masasi","Mtwara",2016-11-06,1
"masasitownshipauthority_marika_chipole","Marika","Masasi Township Authority","Mtwara",2016-11-06,16
"masasitownshipauthority_mpindimbi_kachepa","Mpindimbi","Masasi Township Authority","Mtwara",2016-11-06,22
"masasitownshipauthority_mtandi_mtandia","Mtandi","Masasi Township Authority","Mtwara",2016-11-06,58
"masasitownshipauthority_sululu_makulani","Sululu","Masasi Township Authority","Mtwara",2016-11-06,34
"mtwararural_kiromba_kiromba","Kiromba","Mtwara Rural","Mtwara",2016-11-06,5
"mtwararural_kitere_chemchem","Kitere","Mtwara Rural","Mtwara",2016-11-06,1
"mtwararural_madimba_mtendachi","Madimba","Mtwara Rural","Mtwara",2016-11-06,13
"mtwararural_mayanga_likonde","Mayanga","Mtwara Rural","Mtwara",2016-11-06,18
"mtwararural_milangominne_mnyawibarabarani","Milango Minne","Mtwara Rural","Mtwara",2016-11-06,8
"mtwararural_mnima_mangopachanne","Mnima","Mtwara Rural","Mtwara",2016-11-06,1
"mtwararural_naumbu_namgogoli","Naumbu","Mtwara Rural","Mtwara",2016-11-06,13
"mtwararural_njengwa_chiwindi","Njengwa","Mtwara Rural","Mtwara",2016-11-06,5
"mtwararural_tangazo_magomeni","Tangazo","Mtwara Rural","Mtwara",2016-11-06,1
"nanyumbu_nandete_ulanga","Nandete","Nanyumbu","Mtwara",2016-11-06,7
"tandahimba_ngunja_nannala","Ngunja","Tandahimba","Mtwara",2016-11-06,13
"nachingwea_mpiruka_libea","Mpiruka","Nachingwea","Lindi",2016-11-07,17
"nachingwea_mpiruka_mkumba","Mpiruka","Nachingwea","Lindi",2016-11-07,33
"nachingwea_mpiruka_mpiruka","Mpiruka","Nachingwea","Lindi",2016-11-07,40
"nachingwea_naipanga_chiumbatishuleni","Naipanga","Nachingwea","Lindi",2016-11-07,11
"nachingwea_naipanga_chiwindi","Naipanga","Nachingwea","Lindi",2016-11-07,7
"nachingwea_naipanga_naipanga","Naipanga","Nachingwea","Lindi",2016-11-07,13
"nachingwea_naipanga_rahaleo","Naipanga","Nachingwea","Lindi",2016-11-07,12
"nachingwea_nangowe_matankini","Nangowe","Nachingwea","Lindi",2016-11-07,31
"nachingwea_nangowe_nangowe","Nangowe","Nachingwea","Lindi",2016-11-07,6
"morogorourban_boma_foresthill","Boma","Morogoro Urban","Morogoro",2016-11-07,107
"morogorourban_boma_forestnhc","Boma","Morogoro Urban","Morogoro",2016-11-07,13
"morogorourban_boma_jumbemtoto","Boma","Morogoro Urban","Morogoro",2016-11-07,22
"morogorourban_boma_kibwe","Boma","Morogoro Urban","Morogoro",2016-11-07,18
"morogorourban_boma_kihimbwa","Boma","Morogoro Urban","Morogoro",2016-11-07,27
"morogorourban_boma_kingalu","Boma","Morogoro Urban","Morogoro",2016-11-07,28
"morogorourban_boma_kingola","Boma","Morogoro Urban","Morogoro",2016-11-07,45
"morogorourban_boma_madizini","Boma","Morogoro Urban","Morogoro",2016-11-07,38
"morogorourban_boma_msigala","Boma","Morogoro Urban","Morogoro",2016-11-07,18
"morogorourban_boma_nguzo","Boma","Morogoro Urban","Morogoro",2016-11-07,25
"morogorourban_boma_visole","Boma","Morogoro Urban","Morogoro",2016-11-07,21
"morogorourban_kihonda_cctforest","Kihonda","Morogoro Urban","Morogoro",2016-11-07,63
"morogorourban_kihonda_kiegeaa","Kihonda","Morogoro Urban","Morogoro",2016-11-07,77
"morogorourban_kihonda_kiegeab","Kihonda","Morogoro Urban","Morogoro",2016-11-07,34
"morogorourban_kihonda_kihondab","Kihonda","Morogoro Urban","Morogoro",2016-11-07,28
"morogorourban_kihonda_kihondakaskazini","Kihonda","Morogoro Urban","Morogoro",2016-11-07,46
"morogorourban_kihonda_kilimanjaro","Kihonda","Morogoro Urban","Morogoro",2016-11-07,101
"morogorourban_kihonda_kilombero","Kihonda","Morogoro Urban","Morogoro",2016-11-07,64
"morogorourban_mafiga_kidondolob","Mafiga","Morogoro Urban","Morogoro",2016-11-07,25
"morogorourban_mafiga_lusegwa","Mafiga","Morogoro Urban","Morogoro",2016-11-07,26
"morogorourban_mafiga_madox","Mafiga","Morogoro Urban","Morogoro",2016-11-07,150
"morogorourban_mafiga_mafigaa","Mafiga","Morogoro Urban","Morogoro",2016-11-07,25
"morogorourban_mafiga_mafigab","Mafiga","Morogoro Urban","Morogoro",2016-11-07,17
"morogorourban_mafiga_majumbasaba","Mafiga","Morogoro Urban","Morogoro",2016-11-07,13
"morogorourban_mafiga_manzese","Mafiga","Morogoro Urban","Morogoro",2016-11-07,27
"morogorourban_mafiga_misufini","Mafiga","Morogoro Urban","Morogoro",2016-11-07,25
"morogorourban_mafiga_msikiti","Mafiga","Morogoro Urban","Morogoro",2016-11-07,2
"morogorourban_mafiga_polisi","Mafiga","Morogoro Urban","Morogoro",2016-11-07,17
"morogorourban_mafiga_zahanati","Mafiga","Morogoro Urban","Morogoro",2016-11-07,33
"morogorourban_mazimbu_airport","Mazimbu","Morogoro Urban","Morogoro",2016-11-07,10
"morogorourban_mazimbu_bima","Mazimbu","Morogoro Urban","Morogoro",2016-11-07,41
"morogorourban_mazimbu_boma","Mazimbu","Morogoro Urban","Morogoro",2016-11-07,68
"morogorourban_mazimbu_chamwino","Mazimbu","Morogoro Urban","Morogoro",2016-11-07,60
"morogorourban_mazimbu_godes","Mazimbu","Morogoro Urban","Morogoro",2016-11-07,46
"morogorourban_mazimbu_kasanga","Mazimbu","Morogoro Urban","Morogoro",2016-11-07,44
"morogorourban_mazimbu_kitata","Mazimbu","Morogoro Urban","Morogoro",2016-11-07,18
"morogorourban_mazimbu_kiwalani","Mazimbu","Morogoro Urban","Morogoro",2016-11-07,37
"morogorourban_mlimani_choma","Mlimani","Morogoro Urban","Morogoro",2016-11-07,7
"morogorourban_mlimani_kikundi","Mlimani","Morogoro Urban","Morogoro",2016-11-07,41
"morogorourban_mlimani_kireka","Mlimani","Morogoro Urban","Morogoro",2016-11-07,10
"morogorourban_mlimani_kisosa","Mlimani","Morogoro Urban","Morogoro",2016-11-07,24
"morogorourban_mlimani_liti","Mlimani","Morogoro Urban","Morogoro",2016-11-07,53
"morogorourban_mlimani_lufuza","Mlimani","Morogoro Urban","Morogoro",2016-11-07,31
"morogorourban_mlimani_mbete","Mlimani","Morogoro Urban","Morogoro",2016-11-07,13
"morogorourban_mlimani_mngongo","Mlimani","Morogoro Urban","Morogoro",2016-11-07,28
"morogorourban_mlimani_nyandira","Mlimani","Morogoro Urban","Morogoro",2016-11-07,28
"morogorourban_mlimani_ruvuma","Mlimani","Morogoro Urban","Morogoro",2016-11-07,4
"morogorourban_mlimani_tulo","Mlimani","Morogoro Urban","Morogoro",2016-11-07,8
"morogorourban_mlimani_visegese","Mlimani","Morogoro Urban","Morogoro",2016-11-07,26
"morogorourban_mwembesongo_genda","Mwembesongo","Morogoro Urban","Morogoro",2016-11-07,37
"morogorourban_mwembesongo_gohalema","Mwembesongo","Morogoro Urban","Morogoro",2016-11-07,34
"morogorourban_mwembesongo_kihondambuyuni","Mwembesongo","Morogoro Urban","Morogoro",2016-11-07,35
"morogorourban_mwembesongo_mafisa","Mwembesongo","Morogoro Urban","Morogoro",2016-11-07,49
"morogorourban_mwembesongo_makaburi","Mwembesongo","Morogoro Urban","Morogoro",2016-11-07,54
"morogorourban_mwembesongo_mkwajuni","Mwembesongo","Morogoro Urban","Morogoro",2016-11-07,59
"morogorourban_mwembesongo_mwanzomgumu","Mwembesongo","Morogoro Urban","Morogoro",2016-11-07,39
"morogorourban_mwembesongo_mwigole","Mwembesongo","Morogoro Urban","Morogoro",2016-11-07,35
"morogorourban_mwembesongo_mzambarauni","Mwembesongo","Morogoro Urban","Morogoro",2016-11-07,36
"morogorourban_mwembesongo_ndegewengi","Mwembesongo","Morogoro Urban","Morogoro",2016-11-07,26
"morogorourban_mwembesongo_saadan","Mwembesongo","Morogoro Urban","Morogoro",2016-11-07,49
"morogorourban_mwembesongo_sina","Mwembesongo","Morogoro Urban","Morogoro",2016-11-07,24
"masasi_chigugu_mbuyuni","Chigugu","Masasi","Mtwara",2016-11-07,18
"masasi_chiungutwa_kalipinde","Chiungutwa","Masasi","Mtwara",2016-11-07,9
"masasi_chiwata_chidya","Chiwata","Masasi","Mtwara",2016-11-07,21
"masasi_lipumburu_mtojolupaso","Lipumburu","Masasi","Mtwara",2016-11-07,29
"masasi_lukuledi_chikunja","Lukuledi","Masasi","Mtwara",2016-11-07,18
"masasi_mbuyuni_mitonji","Mbuyuni","Masasi","Mtwara",2016-11-07,6
"masasi_mkundi_mkolopola","Mkundi","Masasi","Mtwara",2016-11-07,8
"masasi_mpanyani_mihima","Mpanyani","Masasi","Mtwara",2016-11-07,4
"masasi_mwena_mkalapa","Mwena","Masasi","Mtwara",2016-11-07,80
"masasi_mwena_njenga","Mwena","Masasi","Mtwara",2016-11-07,19
"masasi_namalenga_mkangaula","Namalenga","Masasi","Mtwara",2016-11-07,4
"masasi_nanganga_mwongozo","Nanganga","Masasi","Mtwara",2016-11-07,8
"masasi_nanjota_mtengula","Nanjota","Masasi","Mtwara",2016-11-07,7
"masasitownshipauthority_marika_namikunda","Marika","Masasi Township Authority","Mtwara",2016-11-07,18
"masasitownshipauthority_mpindimbi_chanikanguo","Mpindimbi","Masasi Township Authority","Mtwara",2016-11-07,48
"masasitownshipauthority_mpindimbi_mpindimbi","Mpindimbi","Masasi Township Authority","Mtwara",2016-11-07,72
"masasitownshipauthority_temeke_temeke","Temeke","Masasi Township Authority","Mtwara",2016-11-07,10
"mtwararural_kitaya_mayembejuu","Kitaya","Mtwara Rural","Mtwara",2016-11-07,8
"mtwararural_kitere_mkonye","Kitere","Mtwara Rural","Mtwara",2016-11-07,8
"mtwararural_madimba_namindondi","Madimba","Mtwara Rural","Mtwara",2016-11-07,14
"mtwararural_mahurunga_kihimika","Mahurunga","Mtwara Rural","Mtwara",2016-11-07,7
"mtwararural_mayanga_msijute","Mayanga","Mtwara Rural","Mtwara",2016-11-07,14
"mtwararural_muungano_mwembetogwa","Muungano","Mtwara Rural","Mtwara",2016-11-07,1
"mtwararural_namtumbuka_namtumbukashuleni","Namtumbuka","Mtwara Rural","Mtwara",2016-11-07,5
"mtwararural_nanguruwe_namanyakatabarabara","Nanguruwe","Mtwara Rural","Mtwara",2016-11-07,6
"mtwararural_naumbu_namgogoli","Naumbu","Mtwara Rural","Mtwara",2016-11-07,10
"mtwararural_njengwa_nangawanga","Njengwa","Mtwara Rural","Mtwara",2016-11-07,9
"mtwaraurban_chikongola_citus","Chikongola","Mtwara Urban","Mtwara",2016-11-07,8
"mtwaraurban_likombe_mtawanya","Likombe","Mtwara Urban","Mtwara",2016-11-07,4
"mtwaraurban_naliendele_naliendele","Naliendele","Mtwara Urban","Mtwara",2016-11-07,20
"mtwaraurban_shangani_indiankota","Shangani","Mtwara Urban","Mtwara",2016-11-07,12
"nanyumbu_masuguru_lukula","Masuguru","Nanyumbu","Mtwara",2016-11-07,19
"nanyumbu_masuguru_masuguru","Masuguru","Nanyumbu","Mtwara",2016-11-07,9
"nanyumbu_nandete_chivirikiti","Nandete","Nanyumbu","Mtwara",2016-11-07,15
"nanyumbu_nandete_nakole","Nandete","Nanyumbu","Mtwara",2016-11-07,1
"nanyumbu_napacho_nakopi","Napacho","Nanyumbu","Mtwara",2016-11-07,15
"nanyumbu_sengenya_mara","Sengenya","Nanyumbu","Mtwara",2016-11-07,11
"nanyumbu_sengenya_masyalele","Sengenya","Nanyumbu","Mtwara",2016-11-07,19
"nanyumbu_sengenya_sengenya","Sengenya","Nanyumbu","Mtwara",2016-11-07,28
"tandahimba_maundo_chiumo","Maundo","Tandahimba","Mtwara",2016-11-07,17
"tandahimba_mdumbwe_mambamba","Mdumbwe","Tandahimba","Mtwara",2016-11-07,2
"nachingwea_naipingo_mchonda","Naipingo","Nachingwea","Lindi",2016-11-08,23
"nachingwea_naipingo_mkatapori","Naipingo","Nachingwea","Lindi",2016-11-08,16
"nachingwea_naipingo_mkukwe","Naipingo","Nachingwea","Lindi",2016-11-08,6
"nachingwea_namikango_namikangoa","Namikango","Nachingwea","Lindi",2016-11-08,3
"nachingwea_namikango_namikangob","Namikango","Nachingwea","Lindi",2016-11-08,6
"nachingwea_namikango_nangunde","Namikango","Nachingwea","Lindi",2016-11-08,38
"nachingwea_ndomoni_mkurupilo","Ndomoni","Nachingwea","Lindi",2016-11-08,26
"nachingwea_ndomoni_ndomoni","Ndomoni","Nachingwea","Lindi",2016-11-08,18
"nachingwea_stesheni_chemchem","Stesheni","Nachingwea","Lindi",2016-11-08,2
"nachingwea_stesheni_chiumbatimiembeni","Stesheni","Nachingwea","Lindi",2016-11-08,24
"nachingwea_stesheni_nangolola","Stesheni","Nachingwea","Lindi",2016-11-08,34
"nachingwea_stesheni_songambele","Stesheni","Nachingwea","Lindi",2016-11-08,17
"nachingwea_stesheni_stesheni","Stesheni","Nachingwea","Lindi",2016-11-08,33
"morogorourban_mazimbu_lugala","Mazimbu","Morogoro Urban","Morogoro",2016-11-08,36
"morogorourban_mazimbu_madaganya","Mazimbu","Morogoro Urban","Morogoro",2016-11-08,42
"morogorourban_mazimbu_madecoa","Mazimbu","Morogoro Urban","Morogoro",2016-11-08,31
"morogorourban_mazimbu_madecob","Mazimbu","Morogoro Urban","Morogoro",2016-11-08,38
"morogorourban_mazimbu_mafigasua","Mazimbu","Morogoro Urban","Morogoro",2016-11-08,13
"morogorourban_mazimbu_magorofani","Mazimbu","Morogoro Urban","Morogoro",2016-11-08,36
"morogorourban_mazimbu_mahita","Mazimbu","Morogoro Urban","Morogoro",2016-11-08,25
"morogorourban_mazimbu_malipula","Mazimbu","Morogoro Urban","Morogoro",2016-11-08,23
"morogorourban_mazimbu_mazimbucampus","Mazimbu","Morogoro Urban","Morogoro",2016-11-08,13
"morogorourban_mazimbu_mazimbudarajani","Mazimbu","Morogoro Urban","Morogoro",2016-11-08,17
"morogorourban_mazimbu_mbuyuni","Mazimbu","Morogoro Urban","Morogoro",2016-11-08,24
"masasi_chikolopola_mkachima","Chikolopola","Masasi","Mtwara",2016-11-08,2
"masasi_chiwale_chiwale","Chiwale","Masasi","Mtwara",2016-11-08,10
"masasi_lukuledi_napata","Lukuledi","Masasi","Mtwara",2016-11-08,26
"masasi_mchauru_rivango","Mchauru","Masasi","Mtwara",2016-11-08,12
"masasi_mnavira_nakarara","Mnavira","Masasi","Mtwara",2016-11-08,16
"masasi_mpanyani_nambawala","Mpanyani","Masasi","Mtwara",2016-11-08,34
"masasi_mwena_mpowora","Mwena","Masasi","Mtwara",2016-11-08,36
"masasi_mwena_mwena","Mwena","Masasi","Mtwara",2016-11-08,177
"masasi_namalenga_msanga","Namalenga","Masasi","Mtwara",2016-11-08,15
"masasi_namalenga_mvita","Namalenga","Masasi","Mtwara",2016-11-08,13
"masasitownshipauthority_jida_mtaawajida","Jida","Masasi Township Authority","Mtwara",2016-11-08,16
"masasitownshipauthority_marika_namatunu","Marika","Masasi Township Authority","Mtwara",2016-11-08,12
"masasitownshipauthority_mpindimbi_kanyimbi","Mpindimbi","Masasi Township Authority","Mtwara",2016-11-08,16
"masasitownshipauthority_mwengemtapika_mwengemtapika","Mwenge Mtapika","Masasi Township Authority","Mtwara",2016-11-08,15
"masasitownshipauthority_temeke_mkarango","Temeke","Masasi Township Authority","Mtwara",2016-11-08,16
"mtwararural_kitaya_mchanje","Kitaya","Mtwara Rural","Mtwara",2016-11-08,8
"mtwararural_kitere_nakada","Kitere","Mtwara Rural","Mtwara",2016-11-08,3
"mtwararural_mahurunga_kitunguli","Mahurunga","Mtwara Rural","Mtwara",2016-11-08,7
"mtwararural_mayanga_nanyati","Mayanga","Mtwara Rural","Mtwara",2016-11-08,3
"mtwararural_mnima_mkutimango","Mnima","Mtwara Rural","Mtwara",2016-11-08,1
"mtwararural_mtimbwilimbwi_shaba","Mtimbwilimbwi","Mtwara Rural","Mtwara",2016-11-08,13
"mtwararural_muungano_muungano","Muungano","Mtwara Rural","Mtwara",2016-11-08,5
"mtwararural_namtumbuka_namtumbukasokoni","Namtumbuka","Mtwara Rural","Mtwara",2016-11-08,2
"mtwararural_naumbu_imekuwa","Naumbu","Mtwara Rural","Mtwara",2016-11-08,26
"mtwararural_njengwa_ziwanijuu","Njengwa","Mtwara Rural","Mtwara",2016-11-08,1
"mtwararural_tangazo_mayaya","Tangazo","Mtwara Rural","Mtwara",2016-11-08,8
"mtwaraurban_chuno_majengo","Chuno","Mtwara Urban","Mtwara",2016-11-08,13
"mtwaraurban_likombe_mlimani","Likombe","Mtwara Urban","Mtwara",2016-11-08,7
"mtwaraurban_likombe_mtawanya","Likombe","Mtwara Urban","Mtwara",2016-11-08,2
"mtwaraurban_mitengo_mnazimmoja","Mitengo","Mtwara Urban","Mtwara",2016-11-08,20
"mtwaraurban_naliendele_mkangala","Naliendele","Mtwara Urban","Mtwara",2016-11-08,2
"mtwaraurban_shangani_shanganieast","Shangani","Mtwara Urban","Mtwara",2016-11-08,43
"nanyumbu_mkonona_mbagalambuyuni","Mkonona","Nanyumbu","Mtwara",2016-11-08,30
"nanyumbu_nandete_nandete","Nandete","Nanyumbu","Mtwara",2016-11-08,36
"nanyumbu_napacho_chimika","Napacho","Nanyumbu","Mtwara",2016-11-08,6
"nanyumbu_sengenya_amani","Sengenya","Nanyumbu","Mtwara",2016-11-08,1
"newala_chihangu_chihangua","Chihangu","Newala","Mtwara",2016-11-08,25
"newala_chilangala_namdimba","Chilangala","Newala","Mtwara",2016-11-08,4
"newala_kitangari_nanda","Kitangari","Newala","Mtwara",2016-11-08,3
"newala_luchindu_luchingu","Luchindu","Newala","Mtwara",2016-11-08,9
"newala_malatu_malatushuleni","Malatu","Newala","Mtwara",2016-11-08,19
"newala_maputi_kadengwa","Maputi","Newala","Mtwara",2016-11-08,5
"newala_mdimbampelempele_mdimbampelempele","Mdimbampelempele","Newala","Mtwara",2016-11-08,1
"newala_mnekachi_mkomai","Mnekachi","Newala","Mtwara",2016-11-08,12
"nachingwea_mneromiembeni_farm","Mneromiembeni","Nachingwea","Lindi",2016-11-09,7
"nachingwea_mneromiembeni_mkonjela","Mneromiembeni","Nachingwea","Lindi",2016-11-09,63
"nachingwea_mneromiembeni_mneromiembeni","Mneromiembeni","Nachingwea","Lindi",2016-11-09,14
"nachingwea_mneromiembeni_namkula","Mneromiembeni","Nachingwea","Lindi",2016-11-09,27
"nachingwea_mneromiembeni_ntila","Mneromiembeni","Nachingwea","Lindi",2016-11-09,38
"nachingwea_naipingo_kwakamkamba","Naipingo","Nachingwea","Lindi",2016-11-09,6
"nachingwea_naipingo_namatumbusi","Naipingo","Nachingwea","Lindi",2016-11-09,21
"nachingwea_naipingo_nangondo","Naipingo","Nachingwea","Lindi",2016-11-09,29
"nachingwea_namatula_muungano","Namatula","Nachingwea","Lindi",2016-11-09,12
"nachingwea_namatula_namatula","Namatula","Nachingwea","Lindi",2016-11-09,16
"nachingwea_namikango_namikangob","Namikango","Nachingwea","Lindi",2016-11-09,28
