"Correct_Village","DW","month","year","round","Dogs"
"liwale_liwaleb_nanjegeja","liwale_liwaleb",83,2016,5,3
"liwale_liwaleb_tuungane","liwale_liwaleb",83,2016,5,5
"liwale_liwalemjini_mpirani","liwale_liwalemjini",83,2016,5,1
"liwale_liwalemjini_mungurumo","liwale_liwalemjini",83,2016,5,5
"liwale_liwalemjini_naluleo","liwale_liwalemjini",83,2016,5,9
"liwale_liwalemjini_tepetepe","liwale_liwalemjini",83,2016,5,19
"liwale_makata_kigwema","liwale_makata",83,2016,5,2
"liwale_makata_lubaba","liwale_makata",83,2016,5,4
"liwale_makata_makata","liwale_makata",83,2016,5,10
"liwale_makata_mitawa","liwale_makata",83,2016,5,1
"liwale_makata_mkundi","liwale_makata",83,2016,5,7
"liwale_makata_mpengere","liwale_makata",83,2016,5,10
"liwale_mangirikiti_kimbemba","liwale_mangirikiti",83,2016,5,1
"liwale_mangirikiti_kipule","liwale_mangirikiti",83,2016,5,1
"liwale_mangirikiti_makinda","liwale_mangirikiti",83,2016,5,1
"liwale_mangirikiti_mkonganage","liwale_mangirikiti",83,2016,5,1
"liwale_mangirikiti_ngorongopa","liwale_mangirikiti",83,2016,5,8
"liwale_mbaya_mbaya","liwale_mbaya",83,2016,5,5
"liwale_mbaya_namihu","liwale_mbaya",83,2016,5,19
"liwale_mbaya_nduruka","liwale_mbaya",83,2016,5,10
"liwale_mihumo_mihumo","liwale_mihumo",83,2016,5,1
"liwale_mihumo_turuki","liwale_mihumo",83,2016,5,6
"liwale_mirui_linengene","liwale_mirui",83,2016,5,5
"liwale_mirui_mirui","liwale_mirui",83,2016,5,5
"liwale_mirui_naujombo","liwale_mirui",83,2016,5,2
"liwale_mkutano_kikulyungu","liwale_mkutano",83,2016,5,12
"liwale_mkutano_mkutano","liwale_mkutano",83,2016,5,2
"liwale_mlembwe_ndapata","liwale_mlembwe",83,2016,5,4
"liwale_mpigamiti_mitawa","liwale_mpigamiti",83,2016,5,11
"liwale_mpigamiti_mpigamiti","liwale_mpigamiti",83,2016,5,7
"liwale_mpigamiti_namakololo","liwale_mpigamiti",83,2016,5,6
"liwale_nangando_kinguluwila","liwale_nangando",83,2016,5,2
"liwale_nangando_kitamamuhi","liwale_nangando",83,2016,5,2
"liwale_nangando_lindota","liwale_nangando",83,2016,5,8
"liwale_nangando_mbonde","liwale_nangando",83,2016,5,4
"liwale_nangando_nangando","liwale_nangando",83,2016,5,16
"liwale_nangano_nangano","liwale_nangano",83,2016,5,23
"liwale_ngongowele_ngongowele","liwale_ngongowele",83,2016,5,5
"liwale_ngongowele_ngunja","liwale_ngongowele",83,2016,5,7
"masasi_chigugu_chikukwe","masasi_chigugu",83,2016,5,34
"masasi_chigugu_liloya","masasi_chigugu",83,2016,5,22
"masasi_chigugu_mandiwa","masasi_chigugu",83,2016,5,15
"masasi_chigugu_maparagwe","masasi_chigugu",83,2016,5,3
"masasi_chigugu_mbaju","masasi_chigugu",83,2016,5,24
"masasi_chigugu_mbemba","masasi_chigugu",83,2016,5,14
"masasi_chigugu_mbuyuni","masasi_chigugu",83,2016,5,18
"masasi_chikolopola_mkachima","masasi_chikolopola",83,2016,5,2
"masasi_chiungutwa_chilimba","masasi_chiungutwa",83,2016,5,38
"masasi_chiungutwa_chiungutwa","masasi_chiungutwa",83,2016,5,5
"masasi_chiungutwa_huwe","masasi_chiungutwa",83,2016,5,7
"masasi_chiungutwa_kalangwale","masasi_chiungutwa",83,2016,5,1
"masasi_chiungutwa_kalipinde","masasi_chiungutwa",83,2016,5,9
"masasi_chiungutwa_makanyama","masasi_chiungutwa",83,2016,5,11
"masasi_chiungutwa_mipande","masasi_chiungutwa",83,2016,5,13
"masasi_chiungutwa_misechela","masasi_chiungutwa",83,2016,5,39
"masasi_chiungutwa_mpeta","masasi_chiungutwa",83,2016,5,7
"masasi_chiwale_chiwale","masasi_chiwale",83,2016,5,10
"masasi_chiwale_lilala","masasi_chiwale",83,2016,5,10
"masasi_chiwale_nanyindwa","masasi_chiwale",83,2016,5,11
"masasi_chiwata_chidya","masasi_chiwata",83,2016,5,21
"masasi_chiwata_chiwata","masasi_chiwata",83,2016,5,24
"masasi_lipumburu_lipumburu","masasi_lipumburu",83,2016,5,20
"masasi_lipumburu_mbangala","masasi_lipumburu",83,2016,5,18
"masasi_lipumburu_mchoti","masasi_lipumburu",83,2016,5,24
"masasi_lipumburu_mtojolupaso","masasi_lipumburu",83,2016,5,29
"masasi_lipumburu_nantona","masasi_lipumburu",83,2016,5,5
"masasi_lipumburu_utimbe","masasi_lipumburu",83,2016,5,33
"masasi_lukuledi_chikunja","masasi_lukuledi",83,2016,5,18
"masasi_lukuledi_lukuledia","masasi_lukuledi",83,2016,5,98
"masasi_lukuledi_mraushi","masasi_lukuledi",83,2016,5,10
"masasi_lukuledi_nanditi","masasi_lukuledi",83,2016,5,26
"masasi_lukuledi_napata","masasi_lukuledi",83,2016,5,26
"masasi_lukuledi_nasindi","masasi_lukuledi",83,2016,5,14
"masasi_lulindi_muungano","masasi_lulindi",83,2016,5,5
"masasi_lulindi_ndwikachini","masasi_lulindi",83,2016,5,32
"masasi_mbuyuni_mitonji","masasi_mbuyuni",83,2016,5,6
"masasi_mbuyuni_mpulima","masasi_mbuyuni",83,2016,5,1
"masasi_mbuyuni_ndibwa","masasi_mbuyuni",83,2016,5,11
"masasi_mchauru_mchauru","masasi_mchauru",83,2016,5,6
"masasi_mchauru_mhata","masasi_mchauru",83,2016,5,22
"masasi_mchauru_mirewe","masasi_mchauru",83,2016,5,29
"masasi_mchauru_mkowo","masasi_mchauru",83,2016,5,10
"masasi_mchauru_mwitika","masasi_mchauru",83,2016,5,20
"masasi_mchauru_namombwe","masasi_mchauru",83,2016,5,26
"masasi_mchauru_nangomwa","masasi_mchauru",83,2016,5,1
"masasi_mchauru_rivango","masasi_mchauru",83,2016,5,12
"masasi_mkululu_chingolopi","masasi_mkululu",83,2016,5,10
"masasi_mkululu_mfuto","masasi_mkululu",83,2016,5,2
"masasi_mkundi_mkolopola","masasi_mkundi",83,2016,5,25
"masasi_mkundi_nakalola","masasi_mkundi",83,2016,5,14
"masasi_mlingula_nambaya","masasi_mlingula",83,2016,5,49
"masasi_mlingula_namichi","masasi_mlingula",83,2016,5,37
"masasi_mnavira_manyuli","masasi_mnavira",83,2016,5,2
"masasi_mnavira_nakarara","masasi_mnavira",83,2016,5,16
"masasi_mpanyani_mihima","masasi_mpanyani",83,2016,5,4
"masasi_mpanyani_nambawala","masasi_mpanyani",83,2016,5,34
"masasi_mwena_chikundi","masasi_mwena",83,2016,5,87
"masasi_mwena_liputu","masasi_mwena",83,2016,5,54
"masasi_mwena_mkalapa","masasi_mwena",83,2016,5,80
"masasi_mwena_mpowora","masasi_mwena",83,2016,5,36
"masasi_mwena_mwena","masasi_mwena",83,2016,5,177
"masasi_mwena_njenga","masasi_mwena",83,2016,5,19
"masasi_namajani_amanichiroro","masasi_namajani",83,2016,5,56
"masasi_namajani_mamahinga","masasi_namajani",83,2016,5,2
"masasi_namajani_namajani","masasi_namajani",83,2016,5,41
"masasi_namajani_ngalole","masasi_namajani",83,2016,5,20
"masasi_namalenga_mitesa","masasi_namalenga",83,2016,5,9
"masasi_namalenga_mkangaula","masasi_namalenga",83,2016,5,4
"masasi_namalenga_msanga","masasi_namalenga",83,2016,5,15
"masasi_namalenga_mvita","masasi_namalenga",83,2016,5,13
"masasi_namalenga_nagaga","masasi_namalenga",83,2016,5,14
"masasi_namalenga_namalenga","masasi_namalenga",83,2016,5,19
"masasi_namatutwe_chingulungulu","masasi_namatutwe",83,2016,5,20
"masasi_namatutwe_miwale","masasi_namatutwe",83,2016,5,4
"masasi_namatutwe_mkwapa","masasi_namatutwe",83,2016,5,17
"masasi_namatutwe_msikisi","masasi_namatutwe",83,2016,5,13
"masasi_namatutwe_namalembo","masasi_namatutwe",83,2016,5,12
"masasi_namatutwe_namatutwe","masasi_namatutwe",83,2016,5,35
"masasi_nanganga_chipite","masasi_nanganga",83,2016,5,4
"masasi_nanganga_mdenga","masasi_nanganga",83,2016,5,12
"masasi_nanganga_mkungu","masasi_nanganga",83,2016,5,6
"masasi_nanganga_mumburu","masasi_nanganga",83,2016,5,26
"masasi_nanganga_mwongozo","masasi_nanganga",83,2016,5,8
"masasi_nanganga_namihungo","masasi_nanganga",83,2016,5,19
"masasi_nanganga_nanganga","masasi_nanganga",83,2016,5,16
"masasi_nanganga_nangoo","masasi_nanganga",83,2016,5,16
"masasi_nanjota_milunda","masasi_nanjota",83,2016,5,11
"masasi_nanjota_mtengula","masasi_nanjota",83,2016,5,7
"masasi_nanjota_nairombo","masasi_nanjota",83,2016,5,1
"masasi_nanjota_nanjota","masasi_nanjota",83,2016,5,17
"masasi_sindano_lichehe","masasi_sindano",83,2016,5,2
"masasi_sindano_ulungu","masasi_sindano",83,2016,5,12
"masasitownshipauthority_jida_mtaawajida","masasitownshipauthority_jida",83,2016,5,16
"masasitownshipauthority_marika_chipole","masasitownshipauthority_marika",83,2016,5,16
"masasitownshipauthority_marika_marika","masasitownshipauthority_marika",83,2016,5,44
"masasitownshipauthority_marika_mlundelunde","masasitownshipauthority_marika",83,2016,5,28
"masasitownshipauthority_marika_mumbaka","masasitownshipauthority_marika",83,2016,5,28
"masasitownshipauthority_marika_namatunu","masasitownshipauthority_marika",83,2016,5,12
"masasitownshipauthority_marika_namikunda","masasitownshipauthority_marika",83,2016,5,18
"masasitownshipauthority_migongo_migongokati","masasitownshipauthority_migongo",83,2016,5,41
"masasitownshipauthority_mkomaindo_darajani","masasitownshipauthority_mkomaindo",83,2016,5,16
"masasitownshipauthority_mkomaindo_restcamp","masasitownshipauthority_mkomaindo",83,2016,5,14
"masasitownshipauthority_mpindimbi_chanikanguo","masasitownshipauthority_mpindimbi",83,2016,5,48
"masasitownshipauthority_mpindimbi_chisegu","masasitownshipauthority_mpindimbi",83,2016,5,35
"masasitownshipauthority_mpindimbi_kachepa","masasitownshipauthority_mpindimbi",83,2016,5,22
"masasitownshipauthority_mpindimbi_kanyimbi","masasitownshipauthority_mpindimbi",83,2016,5,16
"masasitownshipauthority_mpindimbi_mapale","masasitownshipauthority_mpindimbi",83,2016,5,11
"masasitownshipauthority_mpindimbi_mpindimbi","masasitownshipauthority_mpindimbi",83,2016,5,72
"masasitownshipauthority_mpindimbi_shaurimoyo","masasitownshipauthority_mpindimbi",83,2016,5,31
"masasitownshipauthority_mtandi_malambochini","masasitownshipauthority_mtandi",83,2016,5,33
"masasitownshipauthority_mtandi_malambojuu","masasitownshipauthority_mtandi",83,2016,5,4
"masasitownshipauthority_mtandi_mtandia","masasitownshipauthority_mtandi",83,2016,5,70
"masasitownshipauthority_mwenge_chakama","masasitownshipauthority_mwenge",83,2016,5,12
"masasitownshipauthority_mwenge_matawale","masasitownshipauthority_mwenge",83,2016,5,32
"masasitownshipauthority_mwenge_mpekeso","masasitownshipauthority_mwenge",83,2016,5,16
"masasitownshipauthority_mwenge_tukaewote","masasitownshipauthority_mwenge",83,2016,5,18
"masasitownshipauthority_mwengemtapika_mbonde","masasitownshipauthority_mwengemtapika",83,2016,5,5
"masasitownshipauthority_mwengemtapika_mwengemtapika","masasitownshipauthority_mwengemtapika",83,2016,5,15
"masasitownshipauthority_mwengemtapika_namkungwi","masasitownshipauthority_mwengemtapika",83,2016,5,19
"masasitownshipauthority_nyasa_mtaawanyasaa","masasitownshipauthority_nyasa",83,2016,5,48
"masasitownshipauthority_nyasa_mtaawasilabu","masasitownshipauthority_nyasa",83,2016,5,23
"masasitownshipauthority_sululu_makulani","masasitownshipauthority_sululu",83,2016,5,34
"masasitownshipauthority_sululu_mkapunda","masasitownshipauthority_sululu",83,2016,5,4
"masasitownshipauthority_sululu_mkarakate","masasitownshipauthority_sululu",83,2016,5,16
"masasitownshipauthority_sululu_sululu","masasitownshipauthority_sululu",83,2016,5,15
"masasitownshipauthority_temeke_mkarango","masasitownshipauthority_temeke",83,2016,5,16
"masasitownshipauthority_temeke_nangose","masasitownshipauthority_temeke",83,2016,5,16
"masasitownshipauthority_temeke_temeke","masasitownshipauthority_temeke",83,2016,5,10
"morogoro_bungu_balani","morogoro_bungu",83,2016,5,30
"morogoro_bungu_bungu","morogoro_bungu",83,2016,5,20
"morogoro_bungu_koloni","morogoro_bungu",83,2016,5,11
"morogoro_bungu_mihange","morogoro_bungu",83,2016,5,9
"morogoro_bwakilachini_bonye","morogoro_bwakilachini",83,2016,5,98
"morogoro_bwakilachini_bwakilachini","morogoro_bwakilachini",83,2016,5,124
"morogoro_bwakilachini_dakawa","morogoro_bwakilachini",83,2016,5,105
"morogoro_bwakilachini_mbwade","morogoro_bwakilachini",83,2016,5,119
"morogoro_bwakilajuu_bwakilajuu","morogoro_bwakilajuu",83,2016,5,60
"morogoro_bwakilajuu_kumba","morogoro_bwakilajuu",83,2016,5,5
"morogoro_bwakilajuu_mgata","morogoro_bwakilajuu",83,2016,5,26
"morogoro_gwata_gwataujembe","morogoro_gwata",83,2016,5,161
"morogoro_gwata_kinonko","morogoro_gwata",83,2016,5,101
"morogoro_gwata_maseyu","morogoro_gwata",83,2016,5,112
"morogoro_kasanga_kasanga","morogoro_kasanga",83,2016,5,61
"morogoro_kasanga_kitonga","morogoro_kasanga",83,2016,5,5
"morogoro_kasanga_kizagila","morogoro_kasanga",83,2016,5,19
"morogoro_kasanga_longwe","morogoro_kasanga",83,2016,5,12
"morogoro_kasanga_ukwama","morogoro_kasanga",83,2016,5,37
"morogoro_kibogwa_kibogwa","morogoro_kibogwa",83,2016,5,29
"morogoro_kibogwa_kirunga","morogoro_kibogwa",83,2016,5,16
"morogoro_kibogwa_mambani","morogoro_kibogwa",83,2016,5,13
"morogoro_kibogwa_nyachiro","morogoro_kibogwa",83,2016,5,16
"morogoro_kibungojuu_kibungo","morogoro_kibungojuu",83,2016,5,17
"morogoro_kibungojuu_lanzi","morogoro_kibungojuu",83,2016,5,18
"morogoro_kibungojuu_lukenge","morogoro_kibungojuu",83,2016,5,48
"morogoro_kibungojuu_nyingwa","morogoro_kibungojuu",83,2016,5,16
"morogoro_kidugalo_kidugalo","morogoro_kidugalo",83,2016,5,130
"morogoro_kidugalo_kisemo","morogoro_kidugalo",83,2016,5,77
"morogoro_kidugalo_lubumu","morogoro_kidugalo",83,2016,5,21
"morogoro_kidugalo_magera","morogoro_kidugalo",83,2016,5,7
"morogoro_kidugalo_pulambili","morogoro_kidugalo",83,2016,5,46
"morogoro_kidugalo_seregeteb","morogoro_kidugalo",83,2016,5,71
"morogoro_kidugalo_serengetia","morogoro_kidugalo",83,2016,5,19
"morogoro_kidugalo_visaraka","morogoro_kidugalo",83,2016,5,31
"morogoro_kinole_amini","morogoro_kinole",83,2016,5,21
"morogoro_kinole_kalundwa","morogoro_kinole",83,2016,5,15
"morogoro_kinole_lungala","morogoro_kinole",83,2016,5,17
"morogoro_kinole_mangala","morogoro_kinole",83,2016,5,7
"morogoro_kinole_rudewa","morogoro_kinole",83,2016,5,16
"morogoro_kinole_tandai","morogoro_kinole",83,2016,5,23
"morogoro_kiroka_bamba","morogoro_kiroka",83,2016,5,5
"morogoro_kiroka_kikundi","morogoro_kiroka",83,2016,5,104
"morogoro_kiroka_kiroka","morogoro_kiroka",83,2016,5,67
"morogoro_kiroka_kiziwa","morogoro_kiroka",83,2016,5,30
"morogoro_kiroka_kungwe","morogoro_kiroka",83,2016,5,41
"morogoro_kisaki_gomero","morogoro_kisaki",83,2016,5,123
"morogoro_kisaki_kichangani","morogoro_kisaki",83,2016,5,107
"morogoro_kisaki_kisakikituoni","morogoro_kisaki",83,2016,5,61
"morogoro_kisaki_nyarutanga","morogoro_kisaki",83,2016,5,96
"morogoro_kisemu_gozo","morogoro_kisemu",83,2016,5,32
"morogoro_kisemu_kibangile","morogoro_kisemu",83,2016,5,16
"morogoro_kisemu_mtamba","morogoro_kisemu",83,2016,5,37
"morogoro_kisemu_nige","morogoro_kisemu",83,2016,5,28
"morogoro_kolero_kolero","morogoro_kolero",83,2016,5,30
"morogoro_kolero_lubasazi","morogoro_kolero",83,2016,5,37
"morogoro_kolero_lukange","morogoro_kolero",83,2016,5,27
"morogoro_kolero_malani","morogoro_kolero",83,2016,5,20
"morogoro_kolero_mlagano","morogoro_kolero",83,2016,5,23
"morogoro_kolero_temekelo","morogoro_kolero",83,2016,5,34
"morogoro_konde_kiswira","morogoro_konde",83,2016,5,35
"morogoro_konde_konde","morogoro_konde",83,2016,5,35
"morogoro_konde_mlono","morogoro_konde",83,2016,5,25
"morogoro_lundi_lundi","morogoro_lundi",83,2016,5,75
"morogoro_lundi_ngongolo","morogoro_lundi",83,2016,5,86
"morogoro_lundi_tambuu","morogoro_lundi",83,2016,5,103
"morogoro_lundi_vihengele","morogoro_lundi",83,2016,5,64
"morogoro_matuli_diguzi","morogoro_matuli",83,2016,5,50
"morogoro_matuli_kwamba","morogoro_matuli",83,2016,5,89
"morogoro_matuli_lulongwe","morogoro_matuli",83,2016,5,149
"morogoro_matuli_matuli","morogoro_matuli",83,2016,5,43
"morogoro_mikese_fulwe","morogoro_mikese",83,2016,5,67
"morogoro_mikese_lubungo","morogoro_mikese",83,2016,5,39
"morogoro_mikese_mikesemjini","morogoro_mikese",83,2016,5,45
"morogoro_mikese_mtegowasimba","morogoro_mikese",83,2016,5,52
"morogoro_mikese_muhungamkola","morogoro_mikese",83,2016,5,36
"morogoro_mikese_newland","morogoro_mikese",83,2016,5,51
"morogoro_mkambarani_kizinga","morogoro_mkambarani",83,2016,5,67
"morogoro_mkambarani_mkambarani","morogoro_mkambarani",83,2016,5,101
"morogoro_mkambarani_mkonowamara","morogoro_mkambarani",83,2016,5,109
"morogoro_mkambarani_pangawe","morogoro_mkambarani",83,2016,5,34
"morogoro_mkulazi_kidunda","morogoro_mkulazi",83,2016,5,129
"morogoro_mkulazi_mkulazi","morogoro_mkulazi",83,2016,5,46
"morogoro_mkulazi_usungura","morogoro_mkulazi",83,2016,5,49
"morogoro_mkuyuni_changa","morogoro_mkuyuni",83,2016,5,4
"morogoro_mkuyuni_kibuko","morogoro_mkuyuni",83,2016,5,4
"morogoro_mkuyuni_kibwaya","morogoro_mkuyuni",83,2016,5,20
"morogoro_mkuyuni_kivuma","morogoro_mkuyuni",83,2016,5,19
"morogoro_mkuyuni_luholela","morogoro_mkuyuni",83,2016,5,1
"morogoro_mkuyuni_madam","morogoro_mkuyuni",83,2016,5,12
"morogoro_mkuyuni_mfumbwe","morogoro_mkuyuni",83,2016,5,21
"morogoro_mkuyuni_mkuyuni","morogoro_mkuyuni",83,2016,5,28
"morogoro_mkuyuni_mwarazi","morogoro_mkuyuni",83,2016,5,52
"morogoro_mngazi_milengwelengwe","morogoro_mngazi",83,2016,5,66
"morogoro_mngazi_mngazi","morogoro_mngazi",83,2016,5,154
"morogoro_mngazi_sesenga","morogoro_mngazi",83,2016,5,70
"morogoro_mngazi_vigolegole","morogoro_mngazi",83,2016,5,137
"morogoro_mtombozi_baga","morogoro_mtombozi",83,2016,5,11
"morogoro_mtombozi_kibwege","morogoro_mtombozi",83,2016,5,38
"morogoro_mtombozi_lugeni","morogoro_mtombozi",83,2016,5,36
"morogoro_mtombozi_lusange","morogoro_mtombozi",83,2016,5,5
"morogoro_mtombozi_mtombozi","morogoro_mtombozi",83,2016,5,65
"morogoro_mtombozi_ngweme","morogoro_mtombozi",83,2016,5,3
"morogoro_mtombozi_tandali","morogoro_mtombozi",83,2016,5,31
"morogoro_mvuha_dala","morogoro_mvuha",83,2016,5,64
"morogoro_mvuha_kongwa","morogoro_mvuha",83,2016,5,72
"morogoro_mvuha_lululunge","morogoro_mvuha",83,2016,5,65
"morogoro_mvuha_msonge","morogoro_mvuha",83,2016,5,54
"morogoro_mvuha_mvuha","morogoro_mvuha",83,2016,5,72
"morogoro_mvuha_tulo","morogoro_mvuha",83,2016,5,57
"morogoro_ngerengere_kiwege","morogoro_ngerengere",83,2016,5,99
"morogoro_ngerengere_ngerengere","morogoro_ngerengere",83,2016,5,141
"morogoro_ngerengere_sinyaulime","morogoro_ngerengere",83,2016,5,211
"morogoro_selembala_bwilachini","morogoro_selembala",83,2016,5,21
"morogoro_selembala_bwilajuu","morogoro_selembala",83,2016,5,50
"morogoro_selembala_kibulumo","morogoro_selembala",83,2016,5,7
"morogoro_selembala_kiganila","morogoro_selembala",83,2016,5,42
"morogoro_selembala_magogoni","morogoro_selembala",83,2016,5,51
"morogoro_singisa_lumbachini","morogoro_singisa",83,2016,5,29
"morogoro_singisa_lumbajuu","morogoro_singisa",83,2016,5,25
"morogoro_singisa_ntala","morogoro_singisa",83,2016,5,18
"morogoro_singisa_nyamigadua","morogoro_singisa",83,2016,5,16
"morogoro_singisa_nyamigadub","morogoro_singisa",83,2016,5,9
"morogoro_singisa_singisa","morogoro_singisa",83,2016,5,28
"morogoro_tawa_kifindike","morogoro_tawa",83,2016,5,9
"morogoro_tawa_kisarawe","morogoro_tawa",83,2016,5,6
"morogoro_tawa_kitungwa","morogoro_tawa",83,2016,5,11
"morogoro_tawa_logo","morogoro_tawa",83,2016,5,3
"morogoro_tawa_milawilila","morogoro_tawa",83,2016,5,2
"morogoro_tawa_tawa","morogoro_tawa",83,2016,5,13
"morogoro_tawa_uponda","morogoro_tawa",83,2016,5,10
"morogoro_tegetero_bagiro","morogoro_tegetero",83,2016,5,18
"morogoro_tegetero_hewe","morogoro_tegetero",83,2016,5,1
"morogoro_tegetero_mifulu","morogoro_tegetero",83,2016,5,6
"morogoro_tegetero_tegetero","morogoro_tegetero",83,2016,5,61
"morogoro_tununguo_dete","morogoro_tununguo",83,2016,5,74
"morogoro_tununguo_kisangastendi","morogoro_tununguo",83,2016,5,78
"morogoro_tununguo_mlilingwa","morogoro_tununguo",83,2016,5,60
"morogoro_tununguo_tununguo","morogoro_tununguo",83,2016,5,83
"morogorourban_bigwa_bigwabarabarani","morogorourban_bigwa",83,2016,5,134
"morogorourban_bigwa_bohomera","morogorourban_bigwa",83,2016,5,49
"morogorourban_bigwa_korogoso","morogorourban_bigwa",83,2016,5,34
"morogorourban_bigwa_lukuyu","morogorourban_bigwa",83,2016,5,64
"morogorourban_bigwa_mgolole","morogorourban_bigwa",83,2016,5,74
"morogorourban_bigwa_misongenia","morogorourban_bigwa",83,2016,5,100
"morogorourban_bigwa_misongenib","morogorourban_bigwa",83,2016,5,57
"morogorourban_bigwa_mungi","morogorourban_bigwa",83,2016,5,25
"morogorourban_bigwa_vituli","morogorourban_bigwa",83,2016,5,12
"morogorourban_boma_foresthill","morogorourban_boma",83,2016,5,107
"morogorourban_boma_forestnhc","morogorourban_boma",83,2016,5,13
"morogorourban_boma_jumbemtoto","morogorourban_boma",83,2016,5,22
"morogorourban_boma_kibwe","morogorourban_boma",83,2016,5,18
"morogorourban_boma_kihimbwa","morogorourban_boma",83,2016,5,27
"morogorourban_boma_kingalu","morogorourban_boma",83,2016,5,28
"morogorourban_boma_kingola","morogorourban_boma",83,2016,5,45
"morogorourban_boma_madizini","morogorourban_boma",83,2016,5,38
"morogorourban_boma_msigala","morogorourban_boma",83,2016,5,18
"morogorourban_boma_nguzo","morogorourban_boma",83,2016,5,25
"morogorourban_boma_visole","morogorourban_boma",83,2016,5,21
"morogorourban_kichangani_areafive","morogorourban_kichangani",83,2016,5,88
"morogorourban_kichangani_areasix","morogorourban_kichangani",83,2016,5,59
"morogorourban_kichangani_kichangani","morogorourban_kichangani",83,2016,5,7
"morogorourban_kichangani_kolaa","morogorourban_kichangani",83,2016,5,31
"morogorourban_kichangani_kolab","morogorourban_kichangani",83,2016,5,154
"morogorourban_kichangani_mchuma","morogorourban_kichangani",83,2016,5,23
"morogorourban_kichangani_mkwajuni","morogorourban_kichangani",83,2016,5,33
"morogorourban_kihonda_cctforest","morogorourban_kihonda",83,2016,5,63
"morogorourban_kihonda_kiegeaa","morogorourban_kihonda",83,2016,5,77
"morogorourban_kihonda_kiegeab","morogorourban_kihonda",83,2016,5,34
"morogorourban_kihonda_kihondab","morogorourban_kihonda",83,2016,5,28
"morogorourban_kihonda_kihondakaskazini","morogorourban_kihonda",83,2016,5,46
"morogorourban_kihonda_kilimanjaro","morogorourban_kihonda",83,2016,5,101
"morogorourban_kihonda_kilombero","morogorourban_kihonda",83,2016,5,64
"morogorourban_kihonda_kilongo","morogorourban_kihonda",83,2016,5,77
"morogorourban_kihonda_kipera","morogorourban_kihonda",83,2016,5,109
"morogorourban_kihonda_lukobejuu","morogorourban_kihonda",83,2016,5,71
"morogorourban_kihonda_lukobekambitano","morogorourban_kihonda",83,2016,5,104
"morogorourban_kihonda_magereza","morogorourban_kihonda",83,2016,5,25
"morogorourban_kihonda_mailkuminanane","morogorourban_kihonda",83,2016,5,90
"morogorourban_kihonda_majengomapya","morogorourban_kihonda",83,2016,5,149
"morogorourban_kihonda_mawasiliano","morogorourban_kihonda",83,2016,5,150
"morogorourban_kihonda_mgudeni","morogorourban_kihonda",83,2016,5,84
"morogorourban_kihonda_mguluwandege","morogorourban_kihonda",83,2016,5,91
"morogorourban_kihonda_ngerengere","morogorourban_kihonda",83,2016,5,71
"morogorourban_kihonda_nguvukazi","morogorourban_kihonda",83,2016,5,71
"morogorourban_kihonda_tuelewane","morogorourban_kihonda",83,2016,5,51
"morogorourban_kilakala_bigwakisiwani","morogorourban_kilakala",83,2016,5,23
"morogorourban_kilakala_bigwasokoni","morogorourban_kilakala",83,2016,5,37
"morogorourban_kilakala_bongola","morogorourban_kilakala",83,2016,5,32
"morogorourban_kilakala_bwinila","morogorourban_kilakala",83,2016,5,16
"morogorourban_kilakala_chalumbi","morogorourban_kilakala",83,2016,5,111
"morogorourban_kilakala_kigurunyembe","morogorourban_kilakala",83,2016,5,37
"morogorourban_kilakala_kilakala","morogorourban_kilakala",83,2016,5,45
"morogorourban_kilakala_kola","morogorourban_kilakala",83,2016,5,50
"morogorourban_kilakala_mahedu","morogorourban_kilakala",83,2016,5,12
"morogorourban_kilakala_migombani","morogorourban_kilakala",83,2016,5,23
"morogorourban_kilakala_ngatigwa","morogorourban_kilakala",83,2016,5,17
"morogorourban_kilakala_nugutu","morogorourban_kilakala",83,2016,5,60
"morogorourban_kilakala_ualimu","morogorourban_kilakala",83,2016,5,13
"morogorourban_kingo_kikundi","morogorourban_kingo",83,2016,5,88
"morogorourban_kingo_kingo","morogorourban_kingo",83,2016,5,17
"morogorourban_kingo_mango","morogorourban_kingo",83,2016,5,35
"morogorourban_kingo_masika","morogorourban_kingo",83,2016,5,20
"morogorourban_kingo_mwere","morogorourban_kingo",83,2016,5,23
"morogorourban_kingo_nkomo","morogorourban_kingo",83,2016,5,75
"morogorourban_kingo_olddarroad","morogorourban_kingo",83,2016,5,30
"morogorourban_kingo_oldkorogwe","morogorourban_kingo",83,2016,5,21
"morogorourban_kingo_pamba","morogorourban_kingo",83,2016,5,48
"morogorourban_kingo_railwaysflats","morogorourban_kingo",83,2016,5,25
"morogorourban_kingo_reli","morogorourban_kingo",83,2016,5,18
"morogorourban_kingo_shamba","morogorourban_kingo",83,2016,5,28
"morogorourban_kingo_tumbaku","morogorourban_kingo",83,2016,5,29
"morogorourban_kingolwira_bombalazambia","morogorourban_kingolwira",83,2016,5,46
"morogorourban_kingolwira_mafisa","morogorourban_kingolwira",83,2016,5,66
"morogorourban_kingolwira_mahakama","morogorourban_kingolwira",83,2016,5,29
"morogorourban_kingolwira_mfaranyaki","morogorourban_kingolwira",83,2016,5,38
"morogorourban_kingolwira_mjimwema","morogorourban_kingolwira",83,2016,5,22
"morogorourban_kingolwira_mkwajuni","morogorourban_kingolwira",83,2016,5,114
"morogorourban_kingolwira_mwembemsafa","morogorourban_kingolwira",83,2016,5,26
