"DW","month","year","round","Dogs"
"nanyumbu_mkonona",83,2016,5,146
"nanyumbu_mnanje",83,2016,5,36
"nanyumbu_nandete",83,2016,5,75
"nanyumbu_nangomba",83,2016,5,77
"nanyumbu_nanyumbu",83,2016,5,146
"nanyumbu_napacho",83,2016,5,74
"nanyumbu_sengenya",83,2016,5,133
"newala_chihangu",83,2016,5,44
"newala_chilangala",83,2016,5,37
"newala_chiwonga",83,2016,5,5
"newala_kitangari",83,2016,5,9
"newala_luchindu",83,2016,5,92
"newala_makote",83,2016,5,2
"newala_malatu",83,2016,5,24
"newala_maputi",83,2016,5,15
"newala_mchemo",83,2016,5,2
"newala_mcholii",83,2016,5,41
"newala_mcholiii",83,2016,5,3
"newala_mdimbampelempele",83,2016,5,11
"newala_mkomaii",83,2016,5,43
"newala_mkunya",83,2016,5,17
"newala_mnekachi",83,2016,5,24
"newala_mnyambe",83,2016,5,202
"newala_mtonya",83,2016,5,22
"newala_nambali",83,2016,5,58
"newala_nandwahi",83,2016,5,15
"newala_nanguruwe",83,2016,5,36
"ruangwa_chibula",83,2016,5,90
"ruangwa_chienjele",83,2016,5,143
"ruangwa_chinongwe",83,2016,5,102
"ruangwa_chunyu",83,2016,5,49
"ruangwa_likunja",83,2016,5,90
"ruangwa_luchelegwa",83,2016,5,86
"ruangwa_makanjiro",83,2016,5,56
"ruangwa_malolo",83,2016,5,135
"ruangwa_mandarawe",83,2016,5,50
"ruangwa_mandawa",83,2016,5,90
"ruangwa_matambarale",83,2016,5,100
"ruangwa_mbekenyera",83,2016,5,114
"ruangwa_mnacho",83,2016,5,36
"ruangwa_nachingwea",83,2016,5,46
"ruangwa_nambilanje",83,2016,5,157
"ruangwa_namichiga",83,2016,5,17
"ruangwa_nandagala",83,2016,5,50
"ruangwa_nanganga",83,2016,5,46
"ruangwa_narungombe",83,2016,5,117
"ruangwa_nkowe",83,2016,5,29
"ruangwa_ruangwa",83,2016,5,40
"rufiji_bungu",83,2016,5,61
"rufiji_chemchem",83,2016,5,8
"rufiji_chumbi",83,2016,5,365
"rufiji_dimani",83,2016,5,39
"rufiji_ikwiriri",83,2016,5,72
"rufiji_kibiti",83,2016,5,60
"rufiji_mahege",83,2016,5,10
"rufiji_maparoni",83,2016,5,80
"rufiji_mbuchi",83,2016,5,169
"rufiji_mbwara",83,2016,5,183
"rufiji_mchukwi",83,2016,5,50
"rufiji_mgomba",83,2016,5,85
"rufiji_mjawa",83,2016,5,64
"rufiji_mkongo",83,2016,5,139
"rufiji_mlanzi",83,2016,5,20
"rufiji_mtawanya",83,2016,5,39
"rufiji_mtunda",83,2016,5,168
"rufiji_mwambao",83,2016,5,54
"rufiji_mwaseni",83,2016,5,2
"rufiji_ngarambe",83,2016,5,7
"rufiji_ngorongo",83,2016,5,15
"rufiji_ruaruke",83,2016,5,39
"rufiji_salale",83,2016,5,76
"rufiji_umwe",83,2016,5,66
"rufiji_utete",83,2016,5,48
"tandahimba_chaume",83,2016,5,18
"tandahimba_chikongola",83,2016,5,5
"tandahimba_chingungwe",83,2016,5,33
"tandahimba_dinduma",83,2016,5,10
"tandahimba_kitama",83,2016,5,29
"tandahimba_kwanyama",83,2016,5,5
"tandahimba_litehu",83,2016,5,51
"tandahimba_luagala",83,2016,5,57
"tandahimba_lukokoda",83,2016,5,42
"tandahimba_lyenje",83,2016,5,25
"tandahimba_mahuta",83,2016,5,2
"tandahimba_maundo",83,2016,5,48
"tandahimba_mchichira",83,2016,5,62
"tandahimba_mdimbamnyoma",83,2016,5,4
"tandahimba_mdumbwe",83,2016,5,25
"tandahimba_michenjele",83,2016,5,20
"tandahimba_mihambwe",83,2016,5,22
"tandahimba_milingodi",83,2016,5,15
"tandahimba_miuta",83,2016,5,27
"tandahimba_mkonjowano",83,2016,5,13
"tandahimba_mkoreha",83,2016,5,23
"tandahimba_mkundi",83,2016,5,18
"tandahimba_mkwiti",83,2016,5,8
"tandahimba_mnyawa",83,2016,5,28
"tandahimba_nambahu",83,2016,5,14
"tandahimba_namikupa",83,2016,5,2
"tandahimba_nanhyanga",83,2016,5,22
"tandahimba_naputa",83,2016,5,27
"tandahimba_ngunja",83,2016,5,59
"tandahimba_tandahimba",83,2016,5,87
"kibahaurban_kibaha",84,2016,5,251
"kibahaurban_kongowe",84,2016,5,546
"kibahaurban_mailimoja",84,2016,5,784
"kibahaurban_mbwawa",84,2016,5,148
"kibahaurban_misugusugu",84,2016,5,462
"kibahaurban_mkuza",84,2016,5,391
"kibahaurban_msangani",84,2016,5,296
"kibahaurban_pangani",84,2016,5,601
"kibahaurban_pichayandege",84,2016,5,132
"kibahaurban_tumbi",84,2016,5,379
"kibahaurban_visiga",84,2016,5,252
"mkuranga_bupu",84,2016,5,147
"mkuranga_kimanzichana",84,2016,5,147
"mkuranga_kiparanganda",84,2016,5,85
"mkuranga_kisiju",84,2016,5,104
"mkuranga_kitomondo",84,2016,5,45
"mkuranga_lukanga",84,2016,5,65
"mkuranga_magawa",84,2016,5,104
"mkuranga_mbezi",84,2016,5,119
"mkuranga_mkamba",84,2016,5,245
"mkuranga_mkuranga",84,2016,5,304
"mkuranga_mwalusembe",84,2016,5,117
"mkuranga_njianne",84,2016,5,72
"mkuranga_nyamato",84,2016,5,64
"mkuranga_panzuo",84,2016,5,87
"mkuranga_shungubweni",84,2016,5,59
"mkuranga_tambani",84,2016,5,248
"mkuranga_vianzi",84,2016,5,137
"mkuranga_vikindu",84,2016,5,302
"temeke_buza",84,2016,5,51
"temeke_chamazi",84,2016,5,270
"temeke_changombe",84,2016,5,50
"temeke_charambe",84,2016,5,10
"temeke_keko",84,2016,5,72
"temeke_kibada",84,2016,5,48
"temeke_kiburugwa",84,2016,5,132
"temeke_kigamboni",84,2016,5,43
"temeke_kijichi",84,2016,5,159
"temeke_kilakala",84,2016,5,78
"temeke_kimbiji",84,2016,5,153
"temeke_kisaraweii",84,2016,5,246
"temeke_makangarawe",84,2016,5,77
"temeke_mbagalakuu",84,2016,5,87
"temeke_mianzini",84,2016,5,138
"temeke_mjimwema",84,2016,5,233
"temeke_pembamnazi",84,2016,5,279
"temeke_sandali",84,2016,5,33
"temeke_somangila",84,2016,5,315
"temeke_temeke",84,2016,5,148
"temeke_toangoma",84,2016,5,197
"temeke_tungi",84,2016,5,91
"temeke_vijibweni",84,2016,5,254
"temeke_yombovituka",84,2016,5,152
"ulanga_biro",84,2016,5,409
"ulanga_chirombola",84,2016,5,114
"ulanga_euga",84,2016,5,93
"ulanga_ilonga",84,2016,5,350
"ulanga_iragua",84,2016,5,913
"ulanga_isongo",84,2016,5,346
"ulanga_itete",84,2016,5,688
"ulanga_kichangani",84,2016,5,566
"ulanga_kilosakwampepo",84,2016,5,207
"ulanga_lukande",84,2016,5,235
"ulanga_lupiro",84,2016,5,789
"ulanga_mahenge",84,2016,5,388
"ulanga_malinyi",84,2016,5,1081
"ulanga_mbuga",84,2016,5,135
"ulanga_minepa",84,2016,5,703
"ulanga_msogezi",84,2016,5,365
"ulanga_mtimbira",84,2016,5,452
"ulanga_mwaya",84,2016,5,139
"ulanga_ngoheranga",84,2016,5,329
"ulanga_ruaha",84,2016,5,172
"ulanga_sali",84,2016,5,120
"ulanga_sofi",84,2016,5,583
"ulanga_usangule",84,2016,5,361
"ulanga_vigoi",84,2016,5,603
"ilala_buguruni",85,2017,5,16
"ilala_chanika",85,2017,5,317
"ilala_gerezani",85,2017,5,7
"ilala_gongolamboto",85,2017,5,85
"ilala_ilala",85,2017,5,18
"ilala_kimanga",85,2017,5,320
"ilala_kinyerezi",85,2017,5,391
"ilala_kipawa",85,2017,5,320
"ilala_kitunda",85,2017,5,744
"ilala_kivukoni",85,2017,5,4
"ilala_kivule",85,2017,5,518
"ilala_kiwalani",85,2017,5,17
"ilala_majohe",85,2017,5,258
"ilala_msongola",85,2017,5,721
"ilala_pugu",85,2017,5,308
"ilala_segerea",85,2017,5,120
"ilala_tabata",85,2017,5,125
"ilala_ukonga",85,2017,5,106
"ilala_upangamagharibi",85,2017,5,8
"ilala_upangamashariki",85,2017,5,2
"ilala_vingunguti",85,2017,5,14
